10 10
15 7 0

15 105 8
11 4 14
1 5 70
3 13 67
15 7 3
13 12 66
9 3 45
1 11 50
4 14 56
6 14 41
7 5 1
9 4 71
10 8 73
3 7 92
15 5 60
13 4 16
11 7 14
14 12 100
9 1 83
8 6 40
10 1 81
9 6 5
14 13 49
5 8 97
11 15 8
15 2 80
9 15 45
5 3 44
3 11 61
15 12 14
10 9 59
4 7 25
4 2 57
13 1 10
2 11 81
4 1 87
5 4 75
13 6 94
13 2 3
11 6 50
6 3 15
3 1 98
8 4 4
14 5 41
8 9 70
15 13 88
10 3 1
11 10 75
5 11 95
10 6 9
2 7 57
14 10 11
12 9 67
7 10 85
10 5 7
3 2 33
14 9 57
6 12 22
15 14 31
10 12 59
1 12 93
1 7 72
6 2 59
13 11 89
11 8 92
10 2 0
3 8 49
1 6 80
12 3 84
8 1 39
4 3 3
11 12 45
11 14 56
10 4 36
7 6 89
5 2 40
14 3 97
12 2 21
1 14 78
8 13 45
12 7 75
7 8 95
4 15 72
9 5 55
10 15 4
9 2 86
10 13 57
11 9 77
6 5 38
13 9 76
14 7 99
6 15 10
9 7 91
1 2 78
14 8 91
12 5 28
14 2 50
8 15 90
7 13 82
15 3 40
15 1 85
4 6 23
2 8 39
13 5 90
12 4 86
12 8 49

15 105 8
8 6 65
11 13 23
1 2 5
10 8 24
1 12 4
7 2 81
5 2 27
3 2 19
3 8 75
14 9 83
7 1 3
12 11 76
12 9 60
3 13 91
14 8 15
8 1 68
10 6 14
15 13 56
2 14 62
8 2 71
15 2 68
5 4 14
11 6 19
8 7 97
8 11 48
13 1 78
5 6 11
8 5 12
8 4 93
6 12 55
3 15 83
15 4 34
14 7 85
7 6 22
15 14 90
4 1 63
14 13 67
7 5 20
7 12 68
13 4 1
7 9 42
12 4 18
1 11 14
1 3 79
15 6 93
15 10 3
13 7 93
12 13 45
14 6 3
6 1 25
10 9 100
8 12 38
12 15 78
13 10 60
5 12 19
10 4 87
10 11 73
2 10 4
10 1 80
1 15 16
10 12 31
11 5 16
9 2 40
9 5 51
2 4 73
10 5 37
11 15 31
3 7 98
4 11 1
15 8 66
3 10 71
2 12 97
11 9 61
14 10 71
9 8 96
15 7 22
4 3 6
6 9 69
13 9 39
11 14 55
5 14 20
4 9 65
14 12 66
14 1 69
9 15 83
3 9 22
7 10 2
13 6 39
11 7 75
14 4 2
3 11 38
4 7 42
8 13 27
2 11 17
5 1 66
5 13 12
9 1 61
12 3 81
2 13 52
6 4 97
2 6 67
5 15 70
6 3 62
5 3 69
3 14 34

15 105 8
6 14 48
13 12 91
9 2 43
3 13 41
8 13 51
8 6 88
3 11 71
10 12 70
3 1 57
5 13 89
11 12 10
5 9 62
7 10 3
15 2 49
4 11 71
2 11 28
9 4 78
12 15 30
15 13 45
5 7 79
7 12 50
15 11 53
5 1 74
2 5 78
11 13 27
1 2 82
10 9 1
14 8 16
10 15 54
10 5 26
11 1 20
9 8 21
1 7 8
7 11 81
7 4 0
1 4 14
7 15 26
9 11 61
12 1 49
13 4 89
3 6 89
3 2 34
7 9 87
6 12 41
6 9 18
7 8 50
2 12 48
2 13 36
3 15 74
6 4 98
6 2 99
5 4 90
15 8 24
8 10 72
12 4 99
4 8 15
10 4 17
14 3 14
3 7 84
3 10 99
12 8 31
10 6 75
1 10 76
14 11 34
5 8 60
9 12 97
6 13 28
14 13 86
1 14 70
14 2 99
8 2 89
15 14 1
6 15 71
3 4 84
1 15 88
10 14 3
9 13 23
2 7 62
8 3 88
1 13 35
5 14 88
11 5 53
5 6 16
14 9 98
1 9 84
4 14 50
4 15 88
7 13 18
5 12 3
4 2 3
10 11 94
14 12 55
7 14 83
8 11 11
5 3 88
8 1 38
12 3 58
10 2 100
13 10 1
3 9 98
6 1 41
11 6 71
5 15 11
7 6 97
15 9 39

15 105 8
1 12 63
11 4 15
15 2 48
15 13 13
4 2 78
11 1 35
5 7 18
8 4 34
13 14 0
13 6 65
11 8 40
14 4 3
14 7 50
1 7 57
14 11 28
11 7 92
15 11 25
9 7 4
15 4 97
13 4 44
1 3 12
11 10 14
11 12 78
5 10 2
3 13 83
10 7 87
9 2 92
8 14 27
3 10 78
8 2 23
5 8 91
15 12 52
6 2 50
11 3 51
9 15 32
5 2 27
13 8 41
10 2 78
5 9 24
9 11 44
5 12 21
12 3 95
14 6 79
10 4 96
4 1 88
10 12 42
4 5 10
5 15 97
15 6 71
1 10 58
15 1 28
4 3 95
13 12 80
9 12 12
14 1 67
8 15 81
13 9 78
11 6 23
1 5 35
3 2 11
3 5 5
9 8 30
4 6 1
13 7 68
6 1 69
2 11 25
14 2 60
12 6 45
1 2 30
3 15 55
13 11 18
7 12 22
11 5 4
1 13 17
13 10 55
12 8 1
6 9 34
7 6 53
2 7 97
10 15 50
5 14 51
10 14 100
1 9 40
2 13 37
4 7 2
3 9 68
2 12 80
6 3 69
10 9 50
10 8 77
14 9 3
14 15 18
8 6 28
14 3 71
6 10 1
13 5 13
7 8 16
5 6 40
12 4 86
9 4 18
1 8 30
12 14 71
8 3 18
3 7 9
15 7 9

15 105 8
10 2 16
9 11 71
12 11 36
12 9 93
10 9 11
12 2 84
6 10 89
3 15 48
6 13 48
15 11 67
9 13 34
5 10 46
8 10 69
12 3 55
1 6 23
4 10 40
12 7 100
14 10 93
1 15 40
9 7 59
2 14 27
3 9 19
7 13 77
7 2 10
12 6 62
4 13 74
15 7 46
10 3 36
8 15 70
14 7 5
11 3 93
2 4 25
15 5 42
7 1 37
14 15 39
3 1 23
9 5 85
8 11 12
6 14 26
9 6 83
11 13 85
1 2 9
6 5 98
1 9 60
12 4 67
2 5 95
9 14 54
2 13 51
5 12 60
13 12 78
10 15 43
12 10 15
10 1 68
10 11 28
12 8 64
4 15 45
3 13 25
5 14 39
11 5 21
7 3 85
5 7 27
14 4 49
14 8 76
13 10 15
2 8 71
5 3 18
5 4 91
7 8 32
14 3 68
13 14 78
7 11 68
10 7 95
6 4 88
4 9 4
6 15 37
11 6 81
6 7 76
1 11 64
4 1 21
6 8 95
12 14 19
13 5 53
1 8 80
13 15 25
4 8 88
2 11 2
5 1 51
7 4 9
12 15 37
14 1 32
4 3 97
13 8 26
15 2 8
6 2 61
3 2 73
9 8 14
3 8 13
1 13 6
6 3 25
9 15 92
11 4 88
2 9 47
1 12 95
11 14 60
8 5 30

15 105 8
14 12 62
4 6 84
8 5 100
5 6 87
4 8 77
12 3 75
2 5 79
6 15 79
12 11 66
6 1 29
9 10 38
4 2 43
1 15 47
13 8 23
7 4 19
6 10 38
5 1 77
6 14 80
2 6 44
1 13 40
9 4 75
7 9 34
7 13 7
10 11 6
7 8 67
1 11 49
14 1 33
14 3 22
8 11 58
8 1 27
14 2 77
13 10 16
9 5 77
14 4 79
13 6 1
3 13 92
15 8 72
7 5 88
15 10 79
8 12 22
8 10 53
14 10 2
14 15 2
9 8 13
7 11 70
9 3 58
2 7 65
1 7 46
5 13 77
15 7 66
15 9 47
11 6 19
5 14 62
13 2 71
12 4 85
10 7 72
12 7 80
13 11 79
9 11 36
10 2 90
7 3 19
13 12 95
3 2 73
1 10 68
5 10 21
5 4 0
11 15 57
11 2 25
7 6 17
1 12 30
3 11 79
9 6 97
4 11 16
14 8 54
14 13 27
13 4 56
12 9 21
15 5 86
12 5 88
3 8 81
12 6 47
4 1 77
13 15 2
11 5 76
4 3 78
4 10 73
2 15 55
2 1 54
9 14 13
3 5 100
15 4 50
7 14 56
11 14 33
8 2 23
3 6 13
15 12 54
9 13 17
1 9 53
3 1 61
3 15 53
6 8 59
12 2 56
12 10 47
9 2 50
10 3 0

