10 10
15 57 48
85 6 32
42 81 52
52 86 5
38 11 83
16 10 77
67 39 28
8 79 36
32 69 96
81 93 12
45 65 97
35 64 70
64 54 100
54 18 26
90 16 17
48 54 1
65 83 59
69 14 88
5 67 59
15 30 31
85 32 37
49 53 24
90 83 45
96 31 1
79 12 82
1 57 82
98 94 5
66 23 26
95 82 37
50 87 96
1 77 4
92 56 32
54 5 84
7 27 35
60 16 62
55 35 42
84 38 71
22 18 53
71 35 43
6 83 29
18 99 31
1 83 85
89 21 75
66 72 20
24 27 38
30 82 8
41 12 26
75 80 45
19 24 51
7 16 91
99 54 21
22 52 76
69 6 44
85 51 36
15 76 46
61 2 12
7 71 60
22 11 6
16 3 26
83 27 48
53 80 36
49 6 17
64 84 26
45 10 64
72 43 57
98 44 63
57 92 69
7 47 63
39 13 28
34 75 87
44 77 76
52 8 60
88 61 83
86 81 73
59 6 67
83 46 12
82 52 8
57 12 85
44 51 6
60 18 99
54 22 71
39 33 78
74 31 29
71 23 38
88 89 43
6 18 58
76 2 91
56 95 92
10 55 77
36 72 8
1 63 61
36 5 19
40 60 29
3 15 66
84 71 81
58 22 45
53 95 23
45 19 5
4 15 37
14 81 35
89 2 62
64 73 83
60 28 21
14 90 67
61 58 71
29 38 38
80 6 32
37 12 61
45 70 85
28 25 26
36 29 57
18 1 100
29 25 52
92 4 61
86 28 32
33 68 57
45 38 73
87 99 73
85 3 92
76 48 48
67 53 10
53 21 94
70 89 78
44 31 94
53 73 100
87 95 35
89 47 14
86 5 21
45 56 78
31 45 3
21 67 50
65 78 71
62 83 94
69 60 72
54 67 99
87 34 27
47 55 0
97 54 84
30 63 62
16 100 58
48 79 93
53 48 22
93 70 41
33 37 32
47 11 78
57 67 1
91 99 86
97 69 7
43 88 26
88 95 47
52 2 34
99 29 57
51 97 70
10 90 28
32 76 27
13 9 93
23 97 32
92 100 36
50 35 11
58 3 82
91 24 32
51 93 53
64 4 4
78 40 23
35 82 35
86 74 75
45 27 45
70 53 81
73 58 72
85 34 2
29 49 25
79 80 55
29 62 26
53 33 27
95 91 42
71 59 4
92 35 23
84 2 45
67 24 81
90 26 88
19 63 77
38 21 64
46 71 19
15 10 62
6 31 54
24 58 57
7 54 80
56 94 88
72 88 55
41 57 50
1 67 27
33 45 65
59 70 2
7 45 12
11 4 63
98 42 19
48 6 79
81 55 72
96 76 13
46 96 72
31 25 57
49 72 12
46 92 36
13 34 17
62 74 76
25 14 71
46 74 70
28 56 75
36 1 46
42 59 18
75 22 98
21 57 91
61 69 61
17 13 100
23 60 32
72 1 14
57 44 66
14 48 38
50 22 98
13 70 93
87 42 66
77 96 47
50 92 73
38 89 29
65 100 66
4 26 35
41 37 36
1 11 58
4 69 77
56 12 70
11 76 13
60 2 15
100 33 10
67 17 20
5 48 83
35 30 52
82 17 90
58 42 16
48 73 58
47 27 23
98 88 97
21 13 90
26 18 8
42 66 76
94 93 24
40 34 39
54 40 19
69 75 71
72 51 28
95 57 49
16 4 40
61 94 11
58 95 8
13 6 19
38 37 44
82 55 30
7 64 73
45 89 70
9 15 99
8 69 88
78 92 56
44 39 36
59 24 15
3 90 48
5 97 40
23 68 15
50 9 68
88 58 72
76 27 66
80 82 39
99 76 3
94 68 65
13 31 45
26 30 78
63 57 68
6 43 79
18 93 38
81 92 46
89 5 59
20 52 25
61 10 5
65 69 53
34 71 51
83 31 60
17 14 45
1 5 16
83 14 55
46 66 5
73 32 94
16 21 89
68 20 42
87 28 96
26 34 52
68 11 80
2 24 60
72 44 16
5 38 92
76 65 76
1 94 34
40 86 38
31 4 82
55 5 37
78 37 74
67 66 20
42 51 44
34 30 13
17 28 12
73 13 44
60 95 91
25 12 72
5 57 91
81 32 86
63 83 17
94 97 44
18 13 85
42 45 17
61 18 82
46 75 65
6 68 45
40 13 33
45 44 3
69 89 83
28 6 48
14 85 96
48 39 76
21 39 31
88 7 94
23 34 44
86 6 77
9 80 0
10 72 11
53 68 24
63 97 23
23 55 93
61 15 26
36 56 52
73 17 74
79 69 44
36 11 35
46 62 74
91 84 44
93 19 31
31 43 3
37 53 1
96 19 90
4 66 84
1 20 89
56 50 34
83 20 24
31 77 83
1 64 17
32 33 70
81 77 60
38 56 97
35 99 10
65 32 93
27 69 6
25 4 42
43 81 12
88 19 72
58 20 31
63 36 91
68 9 82
40 24 63
89 67 87
81 23 14
59 63 68
83 53 19
40 4 41
32 63 42
37 57 92
88 35 3
49 34 73
26 82 84
61 1 72
62 39 0
36 44 25
79 4 66
99 98 6
52 48 71
87 47 1
15 66 96
85 5 79
94 66 90
60 45 25
85 89 40
83 29 37
12 65 59
47 68 16
5 40 72
37 70 89
95 18 42
44 74 70
51 10 46
1 90 64
59 89 42
34 5 41
7 19 70
61 87 29
49 19 37
11 2 78
11 75 69
6 71 29
50 21 85
54 92 29
85 44 45
17 12 79
57 70 40
35 2 75
67 51 36
18 97 92
49 99 93
70 22 69
34 29 15
96 6 88
54 55 72
48 44 57
72 60 38
74 63 27
64 23 52
46 40 26
79 88 15
18 78 88
97 15 87
33 17 72
8 72 98
73 2 83
60 25 50
89 32 77
50 33 61
16 70 95
80 46 36
3 22 55
17 95 13
65 9 74
72 33 35
84 5 50
45 41 83
90 33 73
8 83 39
25 97 98
4 33 76
63 61 15
29 45 64
58 33 57
41 98 32
61 37 72
41 85 25
38 49 50
20 50 18
35 81 53
40 85 96
29 30 78
100 39 38
19 78 100
35 33 49
55 9 81
87 15 33
70 40 95
82 42 2
92 9 83
92 75 33
90 6 76
100 9 14
27 92 10
76 74 20
91 13 8
62 97 97
64 14 58
17 93 3
71 27 84
67 35 10
84 26 96
63 16 29
52 84 74
2 15 68
26 92 28
13 51 48
21 75 21
25 35 88
46 19 75
48 75 7
12 39 58
97 86 84
3 81 27
100 38 9
76 59 38
40 74 42
53 22 31
41 93 34
70 58 98
57 18 54
83 58 75
1 81 85
13 74 21
17 88 94
66 49 56
68 62 14
80 45 57
37 99 6
77 72 12
21 56 9
23 11 12
28 27 54
45 20 70
78 75 39
56 52 39
75 100 47
31 63 11
89 84 14
52 62 97
23 99 89
44 37 69
37 72 52
20 46 25
58 79 16
60 6 16
99 50 61
19 92 79
39 72 38
94 67 90
10 99 49
43 56 53
76 97 96
91 54 32
20 98 66
51 81 67
54 51 53
24 94 47
99 21 5
26 68 79
70 50 23
44 91 15
3 13 42
24 65 61
45 47 23
19 74 39
8 11 87
42 99 40
87 16 8
21 91 17
96 13 88
76 83 74
52 80 74
56 71 51
50 91 67
23 47 74
72 54 30
27 93 34
38 51 24
85 83 4
43 32 84
94 46 53
91 7 88
85 30 60
97 29 39
70 28 0
61 7 80
55 89 15
72 94 72
68 24 5
10 25 3
20 35 24
38 95 19
35 73 97
74 11 26
11 92 40
95 78 42
5 62 48
5 50 71
91 36 87
19 79 12
88 53 92
70 65 19
90 78 27
26 13 38
70 84 94
9 46 73
50 52 45
92 42 65
87 68 99
72 40 75
9 44 99
27 51 95
59 53 64
26 6 27
65 55 71
95 83 42
2 94 87
43 78 57
77 50 47
49 44 25
77 87 55
79 21 21
62 50 40
84 9 52
6 20 2
42 63 80
89 26 95
19 44 46
78 87 92
69 85 90
43 40 55
77 65 71
87 60 92
39 73 0
73 51 7
19 70 47
19 32 89
2 46 76
6 58 18
57 83 36
99 44 64
96 50 61
75 28 60
28 52 33
84 46 68
34 53 13
23 59 35
64 9 3
68 83 53
60 20 48
69 44 12
50 19 1
4 93 100
90 92 67
41 96 77
94 82 71
48 21 71
20 36 57
63 2 80
93 34 71
28 4 41
14 55 93
31 50 90
35 1 44
39 63 24
84 21 84
47 9 9
68 76 30
58 14 86
20 31 56
79 37 11
47 49 59
26 74 41
96 30 13
70 15 23
5 11 93
70 75 79
13 93 18
82 32 35
23 14 78
9 30 61
64 81 77
3 50 93
29 94 26
48 47 100
21 12 86
83 7 9
68 61 10
55 41 95
3 96 72
55 19 5
34 95 24
35 65 99
25 83 23
21 46 43
78 33 91
89 83 7
91 56 18
50 8 78
4 48 10
25 61 86
41 27 86
24 12 90
34 46 34
46 37 22
41 20 87
46 45 70
62 54 61
52 92 48
71 58 83
72 48 87
14 52 77
37 30 10
89 34 77
59 32 52
46 39 49
75 6 65
30 99 82
30 51 94
32 50 47
44 82 98
12 52 26
29 82 59
88 59 17
76 49 79
50 47 49
57 35 90
63 38 64
31 52 11
80 86 34
63 87 53
82 92 86
91 96 49
79 61 1
51 22 70
95 66 20
10 5 59
94 35 68
33 49 77
90 42 7
9 78 56
36 24 32
53 71 96
33 88 71
87 66 83
94 85 30
77 84 19
64 37 66
24 32 22
22 20 80
81 26 43
42 6 75
14 82 81
24 30 61
48 41 98
83 4 58
55 84 23
28 93 89
25 37 100
8 19 37
41 60 80
34 25 2
61 72 3
82 22 67
68 35 26
18 44 26
38 46 0
33 52 46
56 84 88
51 35 77
20 38 58
94 44 38
66 65 45
7 57 12
49 12 89
31 59 58
18 77 2
40 36 63
90 38 28
17 61 63
82 57 77
17 99 8
93 79 82
44 21 61
84 36 42
66 36 46
36 62 92
13 36 27
51 56 13
24 28 22
87 36 27
25 66 2
32 4 69
31 15 53
35 84 61
96 98 19
36 70 20
47 98 34
97 74 49
86 22 19
97 31 20
64 24 96
18 80 67
87 49 91
77 12 78
65 31 76
53 69 43
38 86 90
67 80 58
51 69 78
73 50 47
31 71 3
51 37 10
97 26 79
56 18 60
82 25 18
81 96 32
7 73 63
87 43 42
64 43 41
30 7 46
68 38 40
100 13 68
62 1 24
29 76 98
2 90 88
30 52 48
72 67 43
32 23 59
53 57 87
52 45 50
67 41 7
45 36 74
6 27 17
93 91 33
90 94 26
26 55 71
21 11 82
94 79 59
45 49 70
70 41 19
36 82 57
47 79 72
9 7 33
62 96 55
1 75 77
64 62 6
34 1 13
31 41 9
16 14 90
58 16 9
57 60 26
95 22 16
55 73 93
47 56 38
64 11 7
24 47 31
26 42 92
92 97 72
96 72 92
20 57 73
80 99 14
49 42 97
89 8 42
99 27 71
77 45 11
78 35 52
36 97 13
87 55 33
66 88 7
91 78 82
74 77 12
43 51 60
89 14 8
35 72 87
6 65 96
80 87 28
40 56 91
68 16 8
84 88 56
95 24 7
35 18 12
13 88 63
21 77 84
61 19 13
32 26 50
82 65 3
44 63 40
43 79 99
79 34 31
36 69 73
86 71 70
94 81 54
36 92 53
59 99 25
61 92 92
45 4 64
61 75 12
86 87 61
79 16 25
95 23 6
65 21 17
2 10 92
21 31 24
39 36 84
40 17 85
68 21 62
51 28 93
97 14 2
16 19 76
9 8 0
85 80 38
29 50 63
81 5 53
82 37 64
35 37 70
80 38 15
8 2 63
53 84 15
81 2 96
24 35 60
23 16 6
68 29 10
39 22 36
2 33 85
46 65 17
80 74 53
94 28 27
87 69 56
7 53 0
36 38 49
46 49 33
68 4 6
13 47 85
100 58 30
86 73 81
66 85 89
90 52 50
78 38 91
77 51 0
43 46 48
26 59 33
5 88 48
71 39 49
92 91 99
22 25 93
38 12 33
49 57 64
8 15 71
17 70 17
38 59 33
83 88 27
32 57 12
41 3 50
11 79 67
39 76 74
13 83 53
89 7 12
14 87 59
94 30 51
12 92 36
27 62 37
93 22 9
95 39 17
32 37 16
77 71 6
25 59 9
62 8 71
29 46 42
50 18 96
10 58 46
41 16 61
3 91 24
47 78 89
3 65 57
38 53 94
71 36 35
43 77 87
42 23 57
63 92 92
67 14 33
73 76 18
27 16 17
31 55 25
53 3 26
27 17 0
26 57 27
24 56 30
71 81 99
90 46 95
54 24 92
44 34 50
77 37 98
9 88 34
61 95 27
71 9 84
23 8 75
52 60 75
86 43 77
81 18 59
54 78 41
20 40 26
98 55 4
62 44 23
9 57 20
53 93 8
84 75 86
26 95 65
43 48 0
62 9 37
80 72 10
38 43 87
80 64 43
90 17 50
8 1 95
100 62 38
43 50 89
6 35 63
5 68 23
41 35 85
51 20 44
58 15 61
39 56 27
48 11 49
55 66 14
32 74 38
73 5 75
46 82 1
27 29 96
70 52 72
15 43 91
87 52 62
42 7 29
1 16 66
74 90 63
56 37 60
10 86 97
10 56 38
25 90 36
52 57 17
88 30 73
37 17 58
68 28 45
80 84 90
13 82 50
94 91 71
12 50 66
44 8 27
36 75 70
74 54 53
54 8 29
29 61 19
61 82 2
91 59 78
83 5 31
90 58 94
26 79 80
88 70 31
94 55 50
73 23 25
90 70 52
2 56 66
39 40 77
79 52 97
77 86 61
24 52 18
88 82 92
66 90 81
2 68 78
22 92 78
8 21 22
53 61 85
13 72 97
45 73 48
22 33 75
56 83 1
13 20 74
6 87 68
82 7 46
96 74 11
87 54 36
36 14 93
56 66 9
13 10 98
40 25 39
61 16 23
55 58 81
24 39 48
75 72 29
55 42 33
14 11 14
30 83 55
60 8 36
81 100 68
74 12 13
100 49 36
7 25 67
16 47 26
88 54 81
73 49 55
92 31 15
22 83 37
1 23 65
85 78 42
38 3 76
53 81 100
72 79 34
71 64 46
99 84 88
75 30 39
73 31 5
14 80 57
54 76 38
19 41 30
1 45 28
55 90 100
1 42 12
41 77 7
78 81 3
51 49 80
29 26 26
14 18 52
86 3 55
15 69 93
16 44 97
85 43 94
10 37 54
94 15 1
48 96 54
63 33 65
53 78 45
85 42 6
19 62 39
77 22 12
56 97 59
50 72 85
7 22 55
99 93 53
17 69 86
64 75 12
87 13 24
46 78 15
36 49 60
88 55 100
2 100 24
61 66 81
15 53 59
99 43 81
83 92 34
37 67 68
33 47 39
50 39 69
14 38 72
66 45 14
11 67 39
37 3 16
42 86 46
90 100 17
31 60 62
17 54 63
56 89 44
41 8 20
15 5 20
84 7 42
65 36 33
85 60 20
4 27 42
92 1 94
85 49 44
7 26 100
75 49 25
14 56 92
20 16 10
98 24 37
46 12 98
90 7 18
14 10 25
8 63 0
69 93 72
6 8 18
93 47 33
59 8 12
70 35 85
28 20 54
17 1 67
56 62 6
94 50 13
81 4 83
4 42 54
27 54 44
93 2 45
80 61 88
19 53 22
58 9 27
96 1 45
61 31 24
100 84 30
81 98 22
94 22 51
32 8 51
88 71 51
58 51 8
65 14 61
87 67 61
70 74 77
62 58 51
92 3 97
19 69 94
70 83 15
84 6 35
83 61 48
83 94 79
92 77 20
40 53 63
45 100 51
76 78 19
22 91 12
84 98 32
3 34 89
1 60 26
56 90 46
85 97 98
53 77 70
2 41 87
47 36 97
55 1 46
40 93 56
81 95 68
31 95 15
34 21 61
96 28 15
66 74 68
6 38 10
56 86 13
100 59 67
2 45 52
41 95 8
94 60 10
50 84 60
6 54 64
68 88 7
26 48 31
31 2 85
42 84 79
28 80 8
68 13 46
3 35 14
66 18 87
22 46 88
90 95 72
11 52 36
54 28 48
11 84 27
29 33 33
56 67 72
97 83 73
6 2 91
19 25 32
76 26 95
28 76 75
46 15 35
15 29 70
69 98 32
90 82 97
31 12 24
82 18 32
92 98 60
44 43 89
98 100 28
4 89 41
88 65 24
77 30 89
18 90 40
41 18 62
38 23 80
64 46 48
93 65 55
5 100 56
70 39 72
24 71 14
77 78 68
68 42 60
72 16 84
39 74 74
3 70 99
40 19 94
80 27 26
42 9 19
11 91 48
6 62 55
92 99 47
56 69 31
65 92 89
7 96 96
51 80 39
51 47 83
14 7 88
44 17 71
4 30 47
68 71 25
35 83 44
57 86 6
68 80 6
29 56 53
91 57 79
69 72 26
47 61 78
52 25 45
90 22 66
13 67 60
27 44 20
73 10 53
16 13 51
96 68 76
70 61 100
47 52 64
17 21 95
40 89 82
76 5 36
12 83 5
6 92 71
97 35 3
98 64 33
43 49 22
74 29 56
21 72 32
38 97 4
25 5 19
50 48 4
71 8 97
56 75 66
15 14 54
3 71 50
17 55 82
3 60 34
80 48 18
12 67 80
82 45 72
14 2 37
100 12 99
29 79 83
61 59 26
90 88 55
13 97 24
30 64 7
61 9 64
5 52 85
31 18 70
3 84 17
12 91 2
26 17 42
46 8 68
88 27 96
97 40 9
46 31 32
45 8 50
82 28 88
36 48 81
75 66 8
18 67 70
68 92 31
69 47 30
84 8 28
88 18 78
86 95 36
31 24 92
4 57 60
59 34 31
3 42 79
11 18 72
6 37 53
22 12 3
68 43 83
11 20 48
41 78 20
26 23 9
88 75 11
100 91 48
45 30 13
79 73 26
23 20 80
87 46 86
51 78 87
87 98 94
65 53 85
14 60 64
93 56 54
79 10 66
12 42 58
13 30 5
20 44 60
58 47 19
78 60 99
55 83 93
12 97 42
76 82 12
84 20 25
78 28 96
71 28 46
91 10 63
64 88 95
65 25 18
35 4 2
30 78 98
25 17 31
82 11 91
47 20 39
5 60 14
21 15 4
71 78 95
33 54 27
34 28 75
10 80 61
35 47 2
91 5 13
26 40 11
20 18 42
89 17 8
84 67 2
48 51 49
21 28 99
6 78 53
40 81 7
72 83 92
82 47 33
84 61 32
74 6 54
72 47 68
67 92 28
59 39 75
20 37 100
13 75 6
46 32 11
81 85 36
10 8 89
41 63 51
51 29 69
72 53 68
76 45 24
59 65 48
43 63 100
12 78 11
24 61 55
95 64 92
39 7 69
11 70 34
24 70 9
89 72 85
26 72 19
57 30 93
52 78 12
85 95 87
55 33 79
53 98 74
27 25 12
59 62 40
77 40 24
79 20 7
73 93 13
54 50 75
59 41 67
71 4 92
89 82 17
9 72 82
58 30 8
76 91 45
32 99 24
33 93 62
62 41 74
44 32 37
21 35 84
76 46 71
57 45 41
55 12 32
83 69 94
3 26 73
28 32 73
52 46 58
30 22 80
93 23 57
28 97 57
14 72 26
81 15 75
100 76 78
77 100 93
2 66 94
93 71 1
37 42 64
58 25 89
66 48 36
59 86 83
9 94 65
22 43 59
34 38 32
29 52 53
4 56 35
85 28 78
16 26 2
83 59 66
18 43 31
28 99 19
8 22 59
72 31 57
53 54 16
53 43 93
44 61 9
20 2 40
10 18 76
58 45 32
31 87 60
4 67 41
55 91 39
47 64 81
55 97 57
57 10 79
15 32 68
9 16 29
10 54 58
25 2 40
10 87 5
3 21 60
5 42 90
35 63 12
56 88 57
53 64 41
75 94 45
21 22 48
64 90 50
84 96 20
70 54 14
99 68 1
11 99 79
23 4 99
33 80 100
86 34 50
28 79 72
6 40 46
25 68 91
56 65 67
73 90 26
18 24 1
9 51 23
43 66 23
25 20 95
82 62 74
99 100 73
81 69 92
90 5 40
22 57 19
37 76 48
9 27 34
42 73 42
68 22 49
93 98 20
45 50 26
48 90 84
88 14 30
46 1 61
96 32 37
55 60 90
5 79 74
74 24 11
92 39 6
40 92 78
46 70 10
66 14 45
77 32 27
37 83 32
72 38 34
73 59 78
23 52 28
76 66 77
39 34 68
19 76 81
76 64 46
21 81 65
56 59 46
85 52 60
100 1 34
54 59 1
20 100 63
85 76 91
53 76 90
66 24 38
59 67 47
82 6 83
60 71 81
54 98 39
4 97 29
9 96 63
93 85 36
61 60 64
95 97 75
20 34 92
87 30 79
27 65 10
74 4 55
9 40 33
84 63 93
83 10 29
75 65 73
24 53 85
27 43 6
40 99 25
87 44 95
8 88 60
80 77 2
92 58 27
78 100 46
92 8 22
3 62 32
57 69 91
19 52 72
75 38 22
96 56 77
30 91 43
27 8 55
3 75 17
17 45 7
88 32 59
6 50 69
26 80 86
63 52 4
82 58 90
9 91 79
84 13 36
38 88 15
3 36 24
98 34 23
92 25 57
68 12 56
84 29 76
25 36 62
17 41 69
48 81 7
19 9 81
43 33 22
53 51 50
80 49 88
42 97 99
8 26 61
10 63 22
8 49 75
1 29 62
19 81 52
57 98 94
70 10 83
78 25 93
85 11 93
9 33 87
57 84 91
96 73 55
2 88 78
31 39 66
98 82 5
93 90 78
4 55 48
58 36 12
91 97 56
10 67 28
29 37 57
27 30 12
34 88 19
69 59 75
55 67 89
43 5 97
42 41 14
91 20 88
61 20 5
43 62 93
30 79 0
36 99 33
35 100 26
19 14 82
73 52 58
3 95 49
12 40 14
75 76 20
72 64 22
52 69 64
21 23 21
34 4 13
36 30 45
68 10 58
46 88 50
95 42 35
53 50 51
14 28 65
91 72 47
28 10 64
86 27 85
71 80 24
38 73 0
1 9 80
41 6 69
27 64 65
83 26 91
87 92 95
44 84 79
55 8 39
79 3 30
32 25 41
46 63 93
77 75 62
43 26 70
45 97 99
31 3 9
86 25 48
7 70 50
11 10 79
24 51 96
8 91 51
99 57 49
89 87 87
36 86 21
62 25 85
49 93 95
57 56 72
58 84 33
78 63 26
7 6 88
20 63 21
21 88 37
51 94 8
86 89 36
37 75 32
49 2 23
87 32 57
56 34 87
61 26 98
60 81 98
51 5 59
43 76 89
91 77 40
76 77 14
74 99 8
55 95 29
61 74 31
5 75 13
89 15 70
13 95 29
47 10 0
10 29 70
92 10 8
41 26 94
44 2 76
3 29 92
32 53 58
34 12 25
60 54 69
96 52 47
75 50 4
23 37 71
51 12 2
100 96 80
22 78 100
74 34 84
84 86 48
97 99 68
56 13 40
55 2 15
48 37 47
86 76 26
91 35 39
88 91 24
32 62 24
21 96 86
12 81 2
59 46 28
76 42 57
90 65 20
23 58 0
86 83 86
46 55 27
5 82 91
100 63 44
95 67 2
90 49 34
81 41 38
48 27 85
43 91 65
79 7 20
74 3 83
63 72 46
17 19 38
49 1 29
8 67 31
51 96 5
5 22 30
62 33 73
1 28 58
61 35 36
12 19 26
65 72 94
55 96 12
53 30 34
64 56 31
11 89 35
46 93 96
30 5 43
62 55 29
86 47 99
39 11 36
15 52 26
82 21 65
12 33 12
74 43 11
37 31 36
67 71 69
57 47 85
73 56 96
39 86 37
28 74 84
9 32 9
44 42 85
53 5 56
15 74 9
78 66 69
18 69 60
82 12 83
61 100 59
48 93 9
74 95 8
96 53 3
46 67 86
85 77 22
93 1 22
17 76 15
4 63 48
8 31 88
97 39 82
84 31 87
4 72 83
69 30 21
4 44 2
55 49 35
40 94 62
39 64 5
11 71 67
89 28 73
30 31 12
81 68 2
3 93 19
93 31 62
35 86 11
74 1 96
16 83 80
80 32 100
48 86 6
92 72 71
58 56 13
77 9 96
74 82 2
74 30 79
80 91 0
38 64 89
38 28 13
65 97 36
100 71 35
42 24 62
58 29 53
68 15 9
94 95 98
61 85 98
78 49 53
23 51 97
62 73 29
9 66 28
31 64 75
17 75 71
91 39 34
24 6 60
88 28 34
34 16 16
48 59 66
11 26 54
86 92 19
100 69 43
31 7 5
92 34 13
35 31 81
72 18 40
13 55 22
91 61 29
82 91 36
95 5 31
20 54 97
33 69 31
49 35 62
92 66 25
97 19 55
83 38 74
91 32 12
86 96 12
61 42 3
64 87 53
26 35 23
24 57 8
79 13 88
25 1 56
27 42 68
60 15 10
61 14 8
77 17 55
32 20 19
11 86 13
70 94 13
27 36 1
38 18 30
23 69 87
54 61 47
1 43 91
74 37 58
74 69 73
60 59 90
61 13 21
22 13 78
40 31 91
47 54 36
90 50 27
70 21 80
38 58 55
88 22 94
65 57 4
92 55 95
46 97 94
16 98 98
65 41 53
7 80 31
77 19 95
71 90 44
51 25 91
30 90 88
65 47 23
82 50 61
59 3 1
18 9 4
47 92 31
95 29 93
93 6 62
77 98 30
63 94 1
15 80 28
73 37 95
14 13 87
14 45 99
66 50 74
47 96 28
81 45 34
14 30 35
69 84 83
6 79 24
2 37 36
55 27 76
51 46 89
64 3 47
51 68 90
68 41 34
11 35 37
93 95 42
2 16 31
47 17 38
22 32 75
8 12 37
28 41 87
97 87 0
66 37 88
5 14 26
54 71 41
9 35 76
7 36 0
17 59 13
18 83 66
40 50 48
29 44 90
73 34 31
1 70 30
13 28 95
43 96 81
90 32 24
19 82 41
15 25 93
33 51 52
1 56 2
86 32 72
61 49 3
3 2 97
74 23 75
67 73 96
72 81 24
85 37 79
23 28 81
28 5 43
87 88 100
13 80 40
1 80 40
81 25 77
19 71 80
30 76 80
48 18 78
91 33 89
20 86 72
29 39 77
67 61 47
74 78 90
45 12 50
98 80 82
98 23 39
52 89 71
47 34 73
38 47 31
65 63 40
44 56 7
92 79 32
97 82 46
98 9 76
25 75 78
70 30 16
78 48 86
75 18 28
79 1 39
22 49 87
50 14 73
75 12 70
23 35 69
15 47 24
39 75 80
23 89 19
59 77 73
30 43 25
70 34 74
