10 10
47 16 20
36 29 66
23 16 75
20 44 92
25 31 22
47 23 95
30 31 99
16 4 6
46 15 51
41 31 5
3 40 86
5 23 73
15 33 43
19 37 24
37 47 72
32 44 55
27 15 33
28 47 31
30 49 43
41 5 96
7 33 36
19 36 11
42 20 93
22 33 44
44 8 11
1 22 31
2 28 34
19 40 37
13 5 43
35 10 3
33 17 79
17 20 15
29 45 80
9 37 94
3 38 58
32 17 29
21 34 51
25 12 69
43 19 83
15 43 1
43 1 1
36 48 33
8 34 45
14 22 62
26 50 9
44 39 96
1 28 69
35 11 57
37 45 27
30 29 86
8 23 22
37 29 48
17 10 51
15 30 44
36 8 97
11 32 81
25 41 97
12 14 62
13 31 14
48 35 13
42 27 57
43 17 29
23 14 27
37 5 11
40 39 36
29 4 34
21 15 77
23 11 23
7 21 50
29 40 72
36 25 100
37 1 90
21 25 44
24 22 77
38 2 60
2 12 54
45 6 47
26 24 98
15 13 46
11 49 24
21 19 62
47 27 76
20 49 97
11 38 77
19 22 12
17 44 95
29 44 49
45 32 4
30 25 7
21 37 57
4 19 15
41 26 10
11 44 54
18 32 78
34 29 61
24 7 82
21 35 38
29 6 77
34 25 5
6 20 84
31 40 40
50 38 7
24 36 64
48 6 78
14 38 53
50 41 53
34 10 45
3 21 28
31 20 77
24 23 74
46 23 66
40 37 17
50 4 8
17 28 35
34 2 47
28 16 44
3 32 58
48 43 80
2 10 89
50 17 100
27 50 90
13 17 29
23 38 49
6 13 36
35 28 37
41 35 92
10 44 20
4 47 5
43 32 81
47 10 12
44 43 64
24 17 87
24 46 60
11 25 82
48 50 62
16 21 31
9 12 6
3 2 44
29 38 47
30 27 38
24 49 59
10 5 50
12 20 99
18 5 81
2 8 19
48 42 18
33 46 10
14 9 28
46 12 63
37 38 70
36 28 83
8 9 63
22 47 73
6 50 78
1 32 32
45 18 1
31 23 33
2 11 91
14 10 12
13 38 72
43 38 78
7 5 80
19 25 11
49 25 76
44 6 73
3 37 38
5 34 63
36 26 15
14 50 82
40 15 86
49 39 74
49 4 81
44 38 60
4 34 78
42 28 78
29 27 27
20 27 57
1 10 52
11 1 3
44 28 35
2 7 93
5 28 56
38 15 24
46 29 8
44 25 35
14 1 51
19 18 22
14 21 89
42 39 94
23 34 39
45 7 28
36 42 2
22 49 88
9 47 40
13 27 100
23 44 67
10 16 70
20 19 43
21 23 85
4 27 65
49 21 1
29 48 34
24 3 84
18 48 33
21 41 24
13 35 93
24 15 40
1 30 34
1 7 8
14 30 89
13 12 64
30 10 4
2 15 19
13 48 81
10 11 33
9 48 47
34 6 97
8 43 24
31 50 90
5 27 89
8 38 58
26 6 27
11 7 35
20 28 94
49 2 60
10 6 40
21 2 97
15 25 78
30 9 31
28 14 45
20 26 19
26 45 6
11 6 58
28 38 52
18 34 96
18 11 64
44 16 75
48 3 61
4 6 96
13 24 95
39 27 30
13 43 3
45 50 25
31 5 57
44 27 44
18 16 84
17 27 68
47 24 97
35 31 87
32 7 90
23 26 82
24 45 36
27 28 44
26 30 24
13 45 68
11 17 49
36 27 8
48 45 74
23 22 27
42 19 34
4 3 38
12 10 62
15 1 5
29 16 51
18 12 26
19 6 89
25 23 100
46 2 34
29 13 34
2 31 96
44 42 49
41 32 10
8 49 1
9 49 22
31 26 37
31 27 23
35 24 22
37 36 20
33 44 57
50 30 57
32 46 18
45 21 19
39 1 95
14 5 59
20 14 42
27 8 67
50 29 44
15 10 99
21 48 86
5 29 74
1 48 85
15 36 0
20 46 2
31 21 20
42 1 99
38 41 46
34 27 72
26 17 72
4 12 46
46 4 75
36 11 83
26 28 11
18 28 58
33 50 50
38 27 50
8 35 31
6 21 85
42 23 63
7 27 50
49 36 82
11 41 68
21 5 2
17 8 4
37 33 99
33 8 9
41 43 55
34 30 18
28 31 29
39 48 84
47 50 99
38 18 15
41 9 34
44 36 8
27 12 64
17 19 17
40 18 51
16 24 87
38 46 96
13 50 88
37 27 94
31 36 20
31 49 0
2 16 82
11 26 62
1 34 100
1 46 90
3 14 17
4 24 23
25 16 23
39 19 43
28 33 72
44 2 26
37 4 63
38 31 89
20 43 79
41 34 14
46 40 13
17 2 53
3 29 82
9 3 2
4 25 66
8 30 58
20 39 10
44 35 70
13 46 9
49 27 46
13 30 29
15 12 25
9 1 16
17 15 30
18 15 49
38 30 78
10 41 75
5 43 80
30 35 37
3 8 17
31 39 6
44 15 47
31 6 68
7 8 31
39 30 36
8 16 6
45 2 40
36 35 17
36 7 92
16 49 99
21 4 16
15 8 49
25 22 17
32 30 20
28 6 83
12 34 28
35 47 78
19 7 22
21 20 23
6 18 87
43 36 73
50 49 38
36 14 71
2 9 72
49 33 96
45 30 22
13 33 61
24 21 19
35 2 81
33 36 81
41 33 93
27 9 0
12 7 48
35 32 58
39 6 32
36 1 95
6 27 40
1 3 12
15 39 37
44 21 90
17 6 33
28 25 18
12 38 18
23 45 97
26 15 15
36 12 18
6 49 90
13 3 12
5 12 89
38 24 60
30 42 80
50 44 22
47 12 20
33 9 10
45 20 50
28 30 67
4 23 19
13 20 48
25 45 27
35 34 96
3 36 97
16 11 18
30 7 14
49 15 74
38 20 35
13 25 10
4 20 80
46 11 61
27 45 76
21 10 21
16 27 62
7 42 70
31 33 14
4 10 52
37 10 20
45 5 47
43 3 58
48 10 33
49 47 53
20 2 65
47 2 35
40 34 80
12 23 68
21 26 23
33 20 61
35 50 32
25 1 77
5 39 29
36 21 41
32 8 81
1 12 1
48 2 75
46 16 97
7 15 84
30 12 33
27 3 81
1 49 74
9 17 30
9 38 8
48 5 44
9 6 90
42 43 34
46 27 58

50 1225 8
26 22 71
14 22 3
13 19 86
40 50 38
7 12 95
4 47 99
22 28 95
20 29 8
11 17 22
37 12 40
11 26 86
3 46 86
7 20 72
13 27 53
39 34 13
7 14 77
12 11 15
13 12 20
24 31 17
45 42 88
47 46 76
5 7 54
8 18 8
31 13 70
5 39 93
4 35 93
18 47 42
50 23 17
40 15 99
12 3 31
9 21 37
5 30 17
42 8 28
36 47 55
15 24 2
44 1 21
1 46 37
24 29 66
34 37 48
13 41 18
15 50 22
30 32 66
12 18 55
17 40 82
26 20 47
19 50 4
14 2 3
2 43 52
16 40 68
47 26 58
23 42 38
42 24 82
45 49 100
20 14 56
24 43 23
13 40 17
19 32 67
9 46 83
37 36 17
15 39 5
21 11 56
49 44 28
12 43 46
25 47 86
46 39 80
21 3 9
50 48 12
46 13 26
6 50 98
1 20 91
39 20 62
22 43 38
50 18 98
24 14 82
24 27 86
7 43 9
24 11 39
19 35 54
25 49 44
16 48 43
1 29 70
22 36 76
33 21 70
14 19 32
17 27 5
33 49 48
21 8 20
12 30 31
40 20 9
32 12 73
25 26 15
6 12 17
12 23 90
1 33 63
21 12 84
12 20 77
27 34 82
3 9 25
4 28 91
7 13 75
24 19 85
10 21 84
30 21 39
48 45 37
19 30 41
48 38 44
9 33 24
30 24 62
30 23 50
35 22 77
3 40 78
48 10 16
33 8 95
47 38 61
16 34 97
36 1 88
44 19 16
6 14 92
24 25 94
33 36 29
31 8 55
32 42 85
38 7 12
33 35 98
12 26 70
26 18 89
25 7 62
12 16 94
7 16 54
24 1 6
11 7 33
36 26 34
40 10 8
37 41 85
1 43 41
41 39 97
33 32 93
41 49 80
36 2 49
37 9 10
30 44 86
17 2 31
6 49 63
35 12 48
28 21 47
34 8 93
50 5 23
29 35 30
36 25 87
29 7 22
12 5 24
3 33 70
50 42 63
43 32 71
25 48 92
29 22 92
5 31 60
29 14 41
39 3 80
22 46 98
23 21 74
5 9 49
16 42 11
6 34 27
29 30 92
3 37 13
20 46 59
25 19 84
31 20 32
35 21 61
32 17 77
30 6 60
39 40 95
5 44 50
2 10 65
40 45 6
42 10 41
21 38 85
6 38 63
7 34 23
28 35 64
32 40 74
9 50 45
31 2 29
47 8 81
43 29 3
44 13 59
37 29 33
29 39 54
41 44 30
29 3 100
10 44 39
50 44 18
8 5 49
41 33 58
3 11 14
37 43 52
25 18 91
26 39 30
6 25 62
11 8 81
3 1 23
21 18 92
29 28 60
18 13 89
6 44 79
26 7 67
27 28 42
49 32 41
18 23 92
5 1 86
38 8 9
26 40 81
31 42 85
11 48 52
46 31 63
21 36 34
33 50 13
37 13 9
25 11 49
10 38 96
28 31 39
17 26 39
24 6 23
43 47 72
20 18 46
27 23 52
37 40 43
31 36 50
17 18 11
41 18 94
13 34 58
4 6 76
23 13 41
25 32 48
18 31 69
46 48 61
33 34 30
12 9 81
28 7 95
34 41 65
10 46 96
49 35 44
36 42 62
38 50 15
10 43 9
49 11 42
39 36 33
17 10 47
24 41 75
43 42 88
48 39 27
11 31 81
3 2 48
42 40 39
16 45 6
15 18 88
26 30 15
31 40 50
25 42 12
12 25 75
3 36 76
22 17 33
11 18 68
2 33 39
38 20 49
6 45 1
31 39 28
37 14 98
45 11 31
19 18 29
43 33 85
8 36 99
25 20 12
30 27 14
46 17 39
50 47 66
10 33 26
49 34 41
21 39 11
8 43 27
38 34 80
15 36 46
9 20 65
40 27 86
4 16 11
22 24 27
22 25 18
33 20 35
13 32 34
24 26 28
29 48 29
13 1 51
4 41 57
15 49 19
17 31 15
23 41 52
39 1 16
18 4 96
38 19 94
9 2 51
47 1 60
43 21 54
32 4 1
39 45 29
9 4 95
27 37 85
23 38 70
10 1 3
11 44 88
37 42 93
16 17 29
2 13 68
6 33 0
15 12 64
27 41 76
13 43 47
2 16 50
43 46 80
29 11 93
2 41 85
39 13 63
37 16 18
5 23 64
3 49 97
34 30 89
33 39 27
27 20 29
3 8 60
7 35 24
45 33 19
18 5 89
26 4 14
10 22 68
27 12 62
15 13 84
38 17 71
24 21 61
30 22 90
23 8 93
23 45 69
28 15 96
34 44 88
33 13 98
20 37 20
15 8 68
50 45 95
14 25 58
9 8 11
18 45 38
31 41 52
26 10 57
38 22 27
11 9 51
46 45 57
21 49 66
45 44 90
8 6 50
49 22 71
6 15 1
29 40 91
47 29 39
49 36 8
26 15 57
21 29 22
11 14 87
2 6 80
5 22 46
19 8 90
15 30 91
30 18 10
13 3 12
4 43 58
16 24 92
4 25 67
45 25 45
22 20 94
43 25 85
46 7 47
45 9 9
2 27 11
4 13 9
3 47 30
27 14 46
12 14 55
3 30 10
1 6 35
33 26 96
11 34 53
28 17 77
15 17 45
23 36 49
5 34 92
36 12 36
22 40 5
11 42 66
50 17 16
27 45 97
3 26 36
30 45 92
9 41 26
47 32 40
16 49 85
35 6 37
38 30 83
49 50 47
30 8 9
12 24 95
15 37 51
50 28 48
17 39 64
22 18 89
35 48 33
14 15 68
30 35 97
7 18 9
18 49 9
37 21 29
23 20 60
46 27 78
6 26 14
9 32 83
12 46 86
17 25 8
20 50 37
25 28 44
45 14 43
15 3 72
41 3 51
28 26 22
6 41 75
33 14 6
16 35 12
40 8 7
37 50 6
44 39 78
18 28 0
34 32 30
28 10 99
28 23 9
38 31 25
44 3 52
37 1 45
16 36 79
23 6 30
8 17 63
31 3 96
15 34 57
2 19 92
41 36 15
41 35 79
45 38 18
24 7 4
26 34 37
23 17 99
11 5 95
17 47 25
41 19 53
5 24 69
37 17 27
1 45 82
46 38 6
27 5 15
16 31 18
36 19 25
10 24 39
13 10 95
11 37 45
27 49 38
31 34 6
27 36 54
48 27 51
2 34 29
24 47 67
50 25 36
8 20 3
5 29 52
12 48 47
36 7 23
30 1 84
41 42 72
29 36 1
27 16 61
28 24 100
47 21 66
32 22 39
25 40 27
45 4 71
2 1 77
18 14 25
15 5 23
9 40 22
35 45 39
1 50 46
38 9 51
41 20 68
20 2 28
28 2 10
35 3 81
41 15 95
29 34 54
16 50 88
39 47 64
13 42 4
12 50 24
37 26 44
4 2 23
25 2 13
10 23 98
50 43 40
29 6 41
40 48 35
16 22 20
43 19 65
15 48 99
21 46 79
23 15 92
4 37 81
1 49 24
22 39 9
33 4 23
25 29 34
21 14 93
11 10 70
40 23 19
38 26 19
29 26 96
42 46 46
46 18 84
29 46 17
33 29 13
5 3 46
15 27 85
9 35 56
3 17 3
40 24 50
21 32 2
2 32 91
25 21 8
15 44 48
14 16 96
19 31 11
38 37 5
39 49 25
26 1 4
11 6 42
19 33 6
45 19 70
44 48 48
4 17 49
16 21 7
10 15 98
8 41 44
29 32 44
26 31 18
47 42 18
4 27 0
28 19 7
45 15 83
25 15 82
14 32 10
12 41 80
4 8 72
30 14 94
33 23 53
26 19 72
6 16 15
4 23 27
22 47 34
9 43 22
22 34 77
10 30 74
23 46 52
27 33 56
44 14 28
40 44 65
49 7 60
36 40 48
43 48 58
37 5 88
14 13 88
26 23 86
49 23 62
46 37 10
26 27 56
33 11 3
9 10 63
23 24 62
27 19 17
46 24 21
35 46 57
46 16 38
47 28 24
44 8 54
24 2 84
29 9 25
49 29 35
26 21 86
15 47 100
44 23 79
6 37 93
7 8 40
47 33 56
38 3 97
17 48 78
44 4 31
12 10 71
32 45 73
23 32 21
36 5 66
2 15 8
50 10 48
39 38 77
34 36 0
49 42 15
15 16 40
24 39 71
13 26 21
7 45 84
41 46 99
23 1 5
41 40 51
27 50 30
22 44 85
35 50 25
26 45 64
19 48 36
38 40 96
8 26 13
18 33 61
27 31 77
11 27 20
37 7 5
28 9 70
44 16 63
38 14 9
5 10 88
32 31 47
6 40 36
18 16 94
43 44 65
31 9 13
49 28 35
23 31 10
45 3 85
44 9 87
14 10 74
16 39 28
34 43 16
21 31 64
48 49 37
44 47 87
37 32 92
43 3 70
4 24 82
26 46 42
15 22 100
24 35 34
13 36 55
6 42 85
7 4 8
49 10 28
42 17 21
14 1 42
22 19 74
30 39 35
26 2 97
14 47 91
16 32 67
22 37 77
3 27 100
9 16 65
8 39 19
16 10 49
47 12 9
13 48 75
31 4 90
6 36 48
8 27 61
35 13 17
24 50 1
34 12 97
39 42 43
35 38 15
21 42 22
46 15 46
24 32 83
11 13 100
44 36 85
18 10 50
50 26 61
17 34 68
1 38 79
8 48 97
31 12 8
32 5 42
26 14 52
11 43 61
38 33 3
10 39 92
34 47 33
35 31 86
8 46 92
49 43 89
47 31 23
17 14 7
15 21 27
38 5 80
35 42 72
29 38 39
9 17 54
28 40 60
15 42 60
28 12 67
9 13 10
26 49 71
14 23 93
24 37 80
29 19 8
47 2 38
5 4 15
38 16 69
48 2 7
35 1 22
25 10 51
36 32 5
23 25 61
23 29 72
23 7 3
22 12 80
49 5 72
47 19 97
1 9 27
35 27 20
35 23 53
19 7 40
16 11 83
12 40 40
40 35 81
43 36 31
45 21 53
4 29 68
32 41 66
45 29 1
29 8 76
20 42 27
17 35 77
38 42 23
14 46 17
8 22 22
47 6 77
5 25 93
40 30 82
23 2 63
17 19 21
38 41 2
13 8 6
2 21 76
46 4 70
16 30 93
45 17 87
41 17 1
42 19 74
29 44 54
4 12 15
30 50 100
33 12 97
17 44 69
23 37 86
11 22 6
49 46 26
21 40 48
47 48 48
15 38 93
34 48 54
2 38 12
10 36 25
20 15 81
33 37 86
42 4 67
40 2 2
30 11 25
49 40 94
47 45 100
50 34 79
5 45 84
21 34 81
13 45 12
9 34 11
1 41 77
16 19 8
12 8 12
39 4 43
4 40 3
1 25 48
43 31 38
48 20 13
33 40 81
18 27 78
1 34 30
33 48 60
34 35 78
48 14 52
4 49 75
33 17 89
6 43 62
9 23 18
22 27 66
3 14 56
18 48 31
36 4 46
3 23 65
41 14 12
32 3 65
45 24 70
13 29 93
3 34 9
8 28 59
22 2 29
8 1 58
14 42 34
11 32 65
6 20 90
4 20 79
38 43 37
23 39 26
20 30 54
36 14 27
32 27 47
15 19 37
15 31 83
4 30 76
1 15 99
48 23 8
40 46 87
17 49 7
19 12 31
22 1 67
50 29 29
5 35 73
50 3 60
28 1 79
13 28 89
8 50 51
18 39 19
49 12 24
43 41 89
15 7 94
48 32 23
11 28 42
49 14 53
40 43 2
42 5 71
47 11 85
47 37 2
42 26 50
38 25 38
38 49 92
36 30 21
17 21 83
28 42 65
6 27 63
40 19 0
50 21 16
13 49 29
1 19 32
44 7 0
48 41 42
3 22 65
7 39 99
50 31 56
9 22 0
31 14 74
1 42 22
28 32 74
20 49 52
45 37 8
41 28 47
29 12 44
3 10 9
39 19 0
28 37 24
2 12 34
30 37 89
23 43 26
40 18 29
16 33 28
1 48 15
36 38 0
50 4 61
27 25 26
48 9 11
7 48 56
19 10 81
22 48 58
13 20 39
35 10 9
21 7 15
28 14 96
35 14 18
14 50 36
34 28 55
22 45 25
31 44 92
2 46 52
44 46 89
39 50 19
30 17 17
31 25 38
4 10 24
30 28 22
30 9 65
30 42 34
6 7 36
41 30 8
34 42 74
46 25 43
36 50 0
7 30 76
35 39 100
48 4 89
3 20 79
18 3 96
46 30 81
4 3 97
27 10 53
16 29 5
1 11 46
30 49 63
6 5 90
38 32 87
31 48 29
26 43 4
19 37 2
34 14 12
20 10 44
30 13 18
43 18 29
41 10 62
1 31 80
6 46 0
5 43 10
33 46 40
29 10 94
44 25 53
39 2 3
49 2 71
9 6 56
16 23 16
11 40 32
6 19 42
25 30 75
2 42 45
1 12 74
32 39 50
38 18 51
42 9 33
32 8 34
10 34 63
4 15 12
33 24 6
22 23 0
24 8 39
37 10 36
20 11 87
30 48 57
27 7 98
21 27 78
34 40 2
40 7 35
7 50 57
36 45 3
13 5 88
17 20 37
45 43 46
35 8 91
24 34 39
27 47 82
18 36 7
3 6 68
36 9 10
13 38 18
21 48 32
15 43 90
1 7 12
12 38 26
26 32 25
28 3 16
46 19 51
2 30 43
12 17 25
45 10 70
44 35 19
31 10 25
44 38 38
50 2 54
35 2 1
39 28 24
7 47 64
18 2 85
21 22 8
26 44 91
48 6 33
48 37 5
28 46 13
20 28 5
35 47 29
49 47 36
35 32 66
10 32 85
24 48 89
26 41 20
48 28 9
5 41 61
41 50 72
34 46 64
41 22 53
24 44 18
4 14 22
13 50 62
46 50 81
16 41 68
24 17 11
38 28 86
2 44 34
25 16 3
38 27 8
44 37 67
3 19 98
12 42 30
33 28 30
27 44 37
20 32 35
8 14 81
9 14 61
45 2 79
21 20 25
14 40 22
23 34 30
41 21 87
49 31 65
31 30 71
40 47 100
20 24 78
25 41 23
43 28 51
8 45 60
16 43 71
43 39 24
9 47 89
11 2 79
2 8 1
5 14 1
7 22 32
26 16 75
22 6 46
31 29 42
36 24 71
35 20 79
20 45 97
31 37 79
12 39 80
1 17 94
18 29 63
27 43 6
5 40 49
42 7 29
7 10 63
1 27 13
11 36 0
36 28 37
35 43 42
42 29 49
8 49 56
42 22 36
47 23 90
7 32 11
15 33 78
18 34 8
50 11 39
38 24 9
33 30 9
16 5 59
45 12 95
47 5 4
9 24 74
25 37 98
8 16 24
9 49 54
32 15 34
11 19 25
4 22 25
2 5 28
31 6 47
9 7 14
13 21 91
41 47 29
6 39 78
20 43 28
13 47 24
3 42 82
8 37 32
6 21 63
32 50 57
