10 10
8 1 5
17 5 71
1 4 53
14 3 26
4 2 45
16 5 86
18 16 50
13 15 27
13 20 6
7 1 86
13 18 48
9 19 63
10 6 6
13 5 9
15 7 76
19 15 90
5 3 16
5 2 48
17 12 63
15 14 2
16 12 89
12 7 14
19 16 48
17 14 51
13 10 33
9 12 62
8 20 6
11 2 71
3 19 48
15 20 54
4 8 97
18 3 65
11 16 3
14 2 60
20 4 17
5 11 57
14 20 36
10 2 28
12 2 74
6 18 68
6 5 56
6 17 73
9 20 13
19 6 56
7 9 3
18 7 56
2 3 54
15 3 23
11 10 81
4 12 15
8 15 43
8 13 21
18 1 56
16 20 54
3 7 51
14 13 87
10 4 89
16 1 36
15 12 59
14 19 63
9 4 63
15 1 17
4 7 100
1 20 18
19 12 27
20 10 69
8 17 24
11 14 94
1 2 34
9 6 1
2 8 31
19 7 24
10 14 52
6 4 59
10 12 19
6 8 94
9 13 14
10 18 91
9 3 47
5 18 86
20 6 18
20 18 22
17 18 40
20 11 47
12 5 16
17 3 68
20 3 62
4 16 42
19 20 43
2 15 28
15 17 63
11 4 67
9 14 33
6 16 83
8 14 21
9 2 32
14 5 47
12 3 90
2 18 94
7 11 25
8 18 46
7 5 51
15 11 69
15 4 87
11 8 34
12 13 36
13 7 28
5 4 85
5 15 40
10 19 62
12 18 17
12 11 58
10 1 82
9 15 4
1 19 36
18 9 69
1 6 50
6 2 98
14 18 37
10 15 1
6 13 77
3 6 92
14 4 28
16 10 43
17 19 71
11 6 12
1 5 56
8 12 80
2 19 20
13 17 49
12 20 22
17 4 13
9 11 39
12 14 28
19 11 1
18 19 95
20 17 61
8 7 6
12 1 3
2 20 34
7 2 60
8 9 7
16 14 32
7 10 5
2 13 34
3 11 22
17 16 21
16 9 33
18 4 27
9 10 69
4 3 7
13 11 74
2 17 20
3 16 48
7 6 23
14 1 50
8 10 28
15 16 43
18 11 27
13 3 78
20 7 0
17 1 15
13 16 61
9 5 8
7 16 67
13 19 8
3 1 73

20 190 8
7 17 34
15 16 77
4 13 76
15 8 66
10 1 29
5 7 93
20 9 15
17 14 0
12 2 65
14 19 2
12 16 1
16 5 89
18 10 29
18 12 87
7 15 53
19 5 64
16 18 6
17 6 38
12 15 53
11 18 43
10 20 34
10 14 71
3 10 86
20 1 78
4 10 10
12 10 92
16 6 31
6 2 59
9 4 67
6 5 88
11 5 46
10 16 32
8 19 56
1 3 31
8 2 43
1 7 49
1 15 10
4 12 88
19 17 60
12 1 44
17 5 94
17 10 53
3 15 16
11 15 14
3 4 26
2 19 31
13 16 64
4 7 55
18 20 70
12 13 84
13 14 24
17 16 58
6 12 31
5 15 8
8 1 18
18 15 68
17 1 26
20 4 84
18 14 0
1 5 88
7 9 43
2 18 3
5 12 82
3 7 87
8 18 84
14 6 48
3 12 25
15 19 26
7 13 76
4 5 83
14 11 45
13 11 32
15 4 10
13 17 3
3 18 90
12 17 7
11 16 6
7 16 29
10 5 72
20 19 18
6 8 0
17 8 10
6 3 2
1 18 18
14 4 85
8 3 87
6 11 23
8 10 61
13 6 60
1 6 19
13 18 30
6 9 32
13 5 42
3 5 43
13 20 94
14 5 75
7 18 62
19 6 48
20 6 33
11 3 0
3 13 5
10 19 53
2 5 21
14 16 36
14 12 1
8 11 87
2 13 64
19 13 86
2 11 80
6 4 76
19 16 39
20 3 6
16 4 70
2 4 93
13 8 42
9 19 97
13 9 99
2 16 37
13 1 97
17 20 18
11 12 16
14 9 44
7 14 77
7 8 4
4 17 8
2 20 63
10 13 10
8 20 44
7 10 81
15 13 92
11 10 75
9 1 48
10 6 37
18 4 32
15 9 35
16 1 71
14 1 98
16 20 86
7 6 68
3 9 71
17 15 4
10 2 2
8 4 47
2 14 91
18 19 10
17 2 8
11 17 52
3 14 46
19 12 58
9 2 50
2 1 45
5 9 18
8 16 48
1 4 4
15 6 75
8 9 47
16 3 95
19 1 9
9 16 24
7 11 25
1 11 28
6 18 12
11 19 44
20 5 19
7 20 45
15 10 77
12 7 20
8 12 9
9 18 68
11 20 28
4 11 79
9 11 76
12 9 95
17 9 27
10 9 100
14 8 59
3 17 16
19 4 87
18 5 31
20 12 10
15 20 97
15 14 94
19 7 16
5 8 58
2 7 35
20 14 34
17 18 95
3 19 27
15 2 13
2 3 6

20 190 8
17 6 68
10 5 13
17 13 23
6 11 100
1 7 75
15 18 14
20 8 36
10 2 79
18 12 64
2 11 98
8 10 19
6 14 23
3 11 38
9 20 15
15 16 26
15 11 96
10 15 85
17 18 55
1 17 23
9 14 63
9 8 49
10 20 85
3 6 41
6 9 9
12 4 19
2 4 22
13 9 41
14 4 94
19 13 35
10 3 25
15 14 39
9 16 94
6 1 18
20 7 40
1 18 42
8 16 4
8 19 75
11 4 51
14 16 63
17 8 1
11 20 18
10 17 36
6 5 91
2 19 61
9 11 37
12 10 87
9 18 86
1 4 89
9 17 6
7 18 27
3 4 100
1 15 5
17 12 16
9 7 37
10 16 19
1 13 89
20 19 86
3 14 38
20 15 82
2 13 12
12 13 86
19 4 17
16 12 99
2 1 38
5 3 45
17 11 79
10 1 43
12 6 47
16 19 60
16 5 82
4 20 9
5 4 5
13 8 41
13 3 15
19 17 94
13 14 97
17 3 36
5 18 16
2 7 77
20 13 97
19 12 20
14 5 97
17 4 3
14 12 88
6 13 29
14 18 95
19 15 4
18 8 94
8 4 16
8 12 64
10 14 38
7 16 64
15 17 17
2 15 45
1 20 52
16 4 69
5 7 65
12 7 3
3 7 59
8 2 14
12 20 32
5 2 16
9 10 99
7 10 88
5 8 25
18 13 92
16 6 100
13 10 83
1 14 38
2 16 82
1 12 66
3 16 13
7 17 100
15 12 97
6 18 39
1 8 10
10 4 13
7 15 64
3 15 15
11 5 11
17 14 2
13 4 70
8 7 19
4 9 96
2 9 3
6 20 36
5 1 0
5 19 78
20 14 77
15 4 45
7 6 26
9 1 62
1 19 79
3 20 66
11 7 60
7 13 66
15 13 14
16 20 23
15 8 21
6 4 76
19 10 81
18 3 5
14 8 78
2 20 27
1 3 97
16 17 62
11 10 24
19 6 44
13 16 15
20 5 29
18 4 69
18 20 47
9 15 95
5 12 31
3 9 86
1 16 52
19 7 5
15 6 96
18 10 51
3 2 91
6 8 76
11 1 68
2 6 50
16 11 73
14 7 71
18 2 49
6 10 26
3 19 50
7 4 7
18 11 49
11 13 34
5 13 77
17 2 61
11 19 82
17 20 85
8 3 30
19 14 35
19 18 87
11 14 6
2 14 6
12 2 12
17 5 22
16 18 38
12 3 93
5 15 80
9 5 42
9 19 67
8 11 90
12 9 89
12 11 27

20 190 8
2 16 63
8 5 87
13 1 30
7 14 69
10 2 35
5 13 94
3 7 35
1 2 48
15 5 94
4 5 99
14 9 30
11 5 25
1 15 0
17 14 97
16 10 82
2 17 5
18 12 29
6 2 85
2 9 71
15 13 32
2 20 5
20 3 42
2 8 80
6 9 9
6 4 43
10 3 79
5 2 83
13 8 43
12 6 8
16 9 0
15 10 67
11 15 93
10 5 9
19 4 20
2 12 11
5 20 77
8 7 21
16 5 18
3 15 76
11 20 70
13 11 84
13 10 26
7 18 11
18 9 1
14 12 17
8 16 93
9 17 3
9 13 28
19 17 12
7 1 20
10 20 93
9 10 25
20 15 37
4 1 51
8 15 34
11 9 100
2 7 90
4 8 45
18 8 96
4 12 71
18 3 99
16 6 33
12 11 53
4 20 36
6 18 6
8 17 46
10 12 44
6 10 76
14 8 52
15 4 66
17 1 87
4 2 60
7 5 66
1 11 39
10 18 21
1 18 22
3 5 41
20 19 84
18 5 12
18 15 44
19 10 95
17 4 89
3 2 99
17 12 42
12 9 10
16 12 85
1 6 82
11 17 99
20 12 52
8 6 66
6 17 50
2 19 78
9 7 63
20 18 73
9 5 78
15 16 34
14 3 54
20 9 29
7 10 21
1 20 94
12 15 40
10 1 62
1 5 92
15 6 49
3 6 22
8 9 43
7 11 71
2 11 61
18 19 38
16 13 94
4 11 59
20 16 58
2 15 100
13 20 100
8 11 85
3 13 66
3 9 36
13 6 41
3 17 83
13 17 67
19 14 76
3 16 77
15 7 94
14 13 51
6 19 89
19 13 16
17 5 61
15 17 65
3 4 41
8 20 85
11 6 79
8 1 15
17 7 27
19 11 64
16 1 59
7 12 13
19 12 58
2 18 94
17 10 21
20 7 35
16 14 95
5 12 46
18 4 71
3 12 40
3 11 36
5 19 13
16 17 58
12 13 50
8 3 83
19 7 31
16 4 76
2 13 58
16 18 73
13 18 36
17 18 69
1 9 88
13 4 63
6 5 36
8 19 90
14 10 29
20 17 71
10 8 14
3 19 49
14 5 81
4 7 74
10 4 69
7 6 3
9 4 3
19 9 7
2 14 51
6 20 24
19 16 95
11 10 10
18 11 65
1 3 31
11 14 74
14 1 49
7 16 95
19 1 32
15 19 21
14 4 55
20 14 14
11 16 82
18 14 33
14 15 32
8 12 64
7 13 44
6 14 17
1 12 22
15 9 63

