900 2728
2799 13 79
1947 50 19
1316 72 20
826 34 56
1384 55 39
725 73 31
465 81 65
1677 46 16
1743 41 11
799 21 65
994 56 73
527 55 38
1471 28 32
2508 72 16
675 47 77
1286 10 6
1979 30 20
1472 45 81
856 17 42
1688 51 98
747 41 59
1758 61 20
1211 73 24
289 28 76
138 16 44
1057 6 45
1421 4 27
1779 57 17
1473 91 14
1424 89 91
34 47 39
216 72 70
2519 37 13
2598 20 33
542 82 73
144 71 33
1077 40 13
1996 18 17
2049 22 20
2697 83 31
119 49 42
1317 34 90
2298 37 45
1367 89 29
158 55 9
2440 99 37
1925 6 7
2051 57 70
1978 39 99
46 18 53
1127 26 3
1057 59 35
2541 75 19
202 17 24
1571 39 21
1967 27 18
1356 93 58
1321 85 25
2742 11 70
459 74 61
1297 38 33
1986 50 3
1095 95 12
1660 97 56
1053 71 25
2148 74 64
2591 100 7
1092 78 72
267 62 23
2821 28 6
1347 6 53
2009 69 4
896 48 93
2740 82 76
2476 44 5
1430 49 16
1941 94 9
2699 49 53
730 52 84
760 28 89
638 54 60
311 36 81
888 91 93
1080 59 97
105 84 94
2307 99 97
2619 24 2
319 84 65
167 18 89
2755 35 16
2448 80 90
626 78 59
328 24 28
2561 94 28
1161 61 100
2210 22 73
1740 71 15
1535 54 3
877 49 10
2074 43 16
2186 52 48
1748 50 27
698 26 15
925 57 45
1971 30 24
2468 52 51
1503 67 42
1205 20 8
1579 78 18
392 81 18
337 25 96
315 22 71
2685 77 63
2777 81 40
98 13 86
2130 52 74
214 3 76
1771 61 11
1066 99 55
199 64 15
685 9 34
2278 93 13
187 57 30
1706 9 46
1062 36 97
1167 25 15
178 35 76
56 36 89
2100 98 7
1678 52 25
952 82 20
1041 39 83
1974 10 42
898 90 22
953 42 35
211 62 84
500 58 22
1387 54 96
1049 76 36
1284 54 72
2711 1 87
1260 95 43
1739 57 35
1005 65 10
2618 20 69
1447 40 63
1470 95 52
2232 76 46
723 56 55
694 16 94
1957 89 44
1662 25 3
2494 52 36
197 29 94
2076 12 32
473 80 78
410 70 25
2717 40 55
2285 38 45
2233 65 36
1001 66 53
412 89 4
1952 27 31
2748 32 7
472 69 100
1018 8 12
1528 28 5
1565 76 92
1495 27 99
25 52 44
178 65 52
2626 63 5
348 28 49
1577 72 82
839 84 51
635 50 47
2059 78 85
248 13 14
1197 34 51
1645 71 30
840 81 7
989 49 98
2066 43 74
816 18 13
294 11 100
1662 36 47
1600 83 67
1488 53 4
2255 83 96
1783 42 68
2215 54 98
1212 80 41
1745 63 19
1926 34 3
2121 100 80
857 27 97
1254 96 91
2278 83 7
2523 19 25
1630 87 59
1180 38 24
1957 23 77
2515 48 22
720 66 80
1368 43 37
534 40 60
2179 74 71
2025 79 34
761 15 41
348 89 63
2694 44 32
2630 16 76
1088 66 29
93 60 73
2086 7 4
642 59 99
795 52 45
1415 70 4
956 65 23
1427 26 46
334 4 9
692 92 72
951 18 79
2376 41 9
403 100 16
2824 95 85
2358 91 47
582 20 24
406 96 21
1260 4 37
2589 29 2
447 92 35
2576 97 70
855 22 42
965 75 45
2710 70 96
226 44 87
791 97 9
339 20 2
280 30 17
1708 14 8
1468 37 2
2358 12 15
158 43 83
1800 39 9
2584 45 25
814 32 25
1788 47 48
751 16 54
1350 12 19
79 71 6
187 87 23
1206 63 86
1356 31 6
2439 5 91
856 73 50
2399 89 9
1589 32 81
1093 73 34
1543 17 98
823 68 53
1861 98 48
1543 34 6
1761 41 62
1142 3 45
679 49 82
1342 25 74
415 94 71
1749 93 24
2651 70 6
2134 24 80
773 94 34
2822 4 61
2016 38 77
1909 76 54
1824 73 79
566 72 36
1550 27 100
2560 58 45
1842 18 92
114 16 24
524 31 72
1706 89 53
2289 14 6
1560 70 19
2744 52 76
176 66 3
899 13 12
2581 95 34
2387 65 57
1141 24 25
161 43 78
2068 4 84
1178 91 35
2799 62 34
1576 19 26
674 94 45
2196 13 55
2417 25 13
939 41 66
1456 87 40
2746 59 56
781 48 79
1344 65 79
1589 78 6
999 58 84
2486 40 76
2660 93 59
1559 86 30
448 32 49
826 32 92
635 40 45
547 19 81
2060 7 34
1853 4 75
2293 25 54
1854 51 86
1681 31 19
1076 15 9
1796 89 78
2027 50 41
1086 93 68
176 91 50
1327 5 73
748 97 19
1876 1 27
1820 20 85
333 5 67
2257 2 81
1676 56 54
44 12 83
195 90 79
2165 89 90
408 72 57
560 44 43
599 14 80
700 46 30
1433 73 89
2651 4 93
2688 27 10
1032 61 48
337 65 40
1097 64 62
903 94 97
2026 22 51
189 34 22
1102 51 20
1848 76 33
2635 34 18
1925 46 35
483 50 33
2611 18 6
2093 31 63
1291 100 84
1054 99 34
1706 63 81
2178 18 49
845 64 69
211 95 69
1162 24 11
1658 69 77
38 86 92
1469 31 36
1167 85 45
2780 94 42
2010 30 97
2648 98 94
1709 61 70
1823 33 2
1982 91 25
732 2 61
2009 31 26
2725 33 93
575 97 51
1715 68 47
300 21 75
1722 84 6
1937 94 13
2340 33 92
1018 63 12
1316 64 14
971 88 97
391 28 100
1861 79 70
2238 54 94
2289 4 78
2490 40 29
1138 57 42
67 13 9
676 70 48
70 32 35
1945 70 1
2711 57 58
1957 2 78
1495 78 71
42 18 12
2699 87 75
319 23 51
1570 63 29
1162 49 2
80 80 34
2050 15 31
1997 77 58
2802 100 67
520 28 98
815 36 100
1532 90 60
1778 87 5
1859 14 38
568 5 85
2735 79 49
188 51 87
1634 35 95
2672 38 94
872 42 14
2422 95 41
2630 39 93
1478 18 62
2447 48 68
2232 9 27
155 81 41
550 5 55
1611 48 54
989 100 73
1521 57 64
1944 56 92
742 83 61
1403 24 4
1910 1 25
270 40 62
869 6 5
2737 63 30
2180 5 43
2254 35 45
1567 94 18
2244 75 53
497 26 18
2003 49 24
742 2 95
1564 46 6
959 81 37
1587 84 34
77 37 27
1768 11 20
635 65 71
485 71 20
1183 66 1
465 13 85
698 78 3
1364 2 52
551 99 83
542 100 82
1034 20 84
1041 44 99
1794 33 60
970 51 15
2628 88 20
1975 2 10
710 10 5
1170 10 55
2168 9 14
2648 22 83
555 66 56
1320 72 30
1438 33 12
2468 72 51
635 50 69
2133 60 75
1734 80 69
981 32 100
2631 36 15
842 70 69
2164 100 33
1146 62 49
1505 78 73
515 23 21
844 16 39
918 20 13
595 50 13
1288 52 8
1188 67 79
714 9 12
2214 70 95
1740 54 24
2630 61 47
2669 69 32
110 2 35
316 85 37
704 27 25
510 13 29
151 88 95
2344 54 2
2629 58 68
243 75 49
842 19 45
1556 18 40
462 81 84
54 69 62
2039 58 62
2021 61 54
105 31 70
387 40 85
811 98 33
569 63 18
118 37 19
679 52 10
853 66 32
2080 79 26
986 98 99
1729 7 59
2563 7 60
765 100 19
1493 90 13
581 62 96
40 10 32
2151 38 28
2208 9 90
152 62 25
823 49 83
1388 71 31
1436 72 46
283 76 1
1337 77 97
1362 84 61
879 93 62
1670 80 65
871 66 87
2068 78 17
472 99 9
1364 61 64
1009 32 97
752 11 16
137 74 87
1698 29 44
2177 37 20
242 70 2
1554 99 15
327 6 4
929 36 38
1352 13 89
426 82 16
331 36 34
2226 41 14
2399 63 84
896 44 93
1215 94 46
1253 13 91
1315 11 89
354 78 64
1144 68 24
1021 100 55
224 88 36
2137 31 38
2389 81 74
614 19 61
2266 71 36
1160 43 65
1835 88 44
1925 57 88
610 83 66
1673 78 79
415 54 43
165 1 10
803 12 60
1486 89 88
1199 56 11
1390 18 33
2643 98 41
1442 4 63
823 79 21
1466 26 23
2823 39 31
1361 64 46
2238 63 92
668 23 34
1894 12 74
169 87 3
2220 2 15
390 39 64
1527 68 74
2197 27 7
2442 7 47
2445 100 50
1 55 77
923 66 18
1471 92 98
1109 14 94
1318 32 99
65 26 54
218 61 92
308 71 26
1717 20 18
1687 3 20
2308 55 93
229 100 35
1279 80 67
2178 23 46
2133 100 31
2184 76 89
1373 61 53
2780 98 64
1196 97 31
2140 57 93
2655 13 51
305 23 20
1273 61 42
2360 37 87
225 28 7
2638 71 17
495 26 16
392 54 13
802 56 67
1353 45 63
2038 57 25
433 5 94
956 30 59
939 66 91
2122 96 50
1160 26 78
1235 2 8
2354 23 56
1719 75 32
792 95 92
1730 25 7
1772 46 82
1842 16 77
1723 16 1
425 47 29
1156 65 83
2773 46 48
2671 59 81
2618 44 10
2403 45 48
803 67 46
1879 77 28
1356 25 4
1432 35 65
1364 98 61
1360 23 31
2712 4 90
2582 22 64
1002 42 56
468 68 63
1230 58 51
231 57 4
906 10 62
270 77 57
919 13 2
2733 62 47
1572 93 52
238 35 97
1111 14 34
517 48 42
706 71 87
286 25 38
1107 68 51
1097 83 74
113 94 21
1912 63 46
2461 11 17
1629 45 24
820 34 4
2379 14 26
2698 70 16
715 33 31
1352 45 2
2024 66 11
1646 80 54
256 87 77
250 72 76
82 14 35
2474 36 20
2276 69 40
2482 30 1
2373 7 2
321 78 1
322 24 22
1235 48 36
912 66 44
2203 2 43
2469 7 91
657 99 46
1129 92 52
1952 82 18
1331 35 52
1001 82 97
926 30 87
2804 77 78
2563 34 64
2692 64 85
2459 62 38
1920 34 76
1838 53 28
1466 32 40
2501 54 59
1647 74 2
1574 27 51
144 27 61
1166 26 24
1450 81 57
2635 96 19
1038 80 44
718 58 40
2588 91 99
1908 27 13
2315 40 24
1718 99 79
1900 1 22
641 9 16
582 4 18
82 59 28
968 27 48
2737 74 82
2823 57 96
2427 18 28
2800 12 52
2795 98 5
2468 1 32
944 79 94
2730 75 96
2047 6 94
318 15 95
2452 39 63
417 27 94
2433 100 53
1555 87 72
1779 99 93
1438 86 75
1240 90 11
1291 51 24
2426 50 64
2704 68 75
688 97 73
1173 7 62
2703 24 78
22 79 28
1669 5 81
1240 53 46
2198 69 1
1023 81 9
2782 33 11
831 44 68
2394 76 75
989 62 2
2417 78 31
121 60 14
670 72 79
2699 70 29
910 11 80
1987 95 65
2750 14 62
2135 44 20
2776 40 68
2520 51 57
1308 43 48
273 26 90
1734 57 95
1825 73 83
1575 80 95
1753 35 44
2487 21 48
432 35 49
417 88 61
1601 91 68
181 86 49
2014 8 90
268 19 92
2561 81 31
1641 52 64
439 21 98
173 7 82
1237 82 19
1160 77 12
1600 54 33
764 64 32
197 73 80
2097 84 45
2688 99 25
1888 27 45
2294 74 9
41 13 23
1528 39 19
1333 29 46
2146 95 56
2470 6 83
1181 85 8
1506 18 74
760 21 74
2724 39 35
2483 11 3
1650 97 100
590 91 40
2781 97 86
2399 67 24
2330 7 18
2647 33 86
1644 40 71
462 12 31
2413 30 88
1535 81 64
1283 4 29
119 60 28
2633 86 4
119 5 36
452 64 60
1228 5 19
1628 54 99
709 47 25
2658 21 55
501 48 90
97 60 88
1506 41 26
1026 42 41
2474 86 99
508 94 82
1711 76 18
1968 83 95
2693 36 1
2206 88 98
65 6 11
967 13 4
68 50 25
1423 74 4
603 60 26
2459 99 81
2772 2 93
1333 38 64
2478 28 80
2321 22 49
1150 97 72
1728 51 25
2193 68 19
799 56 46
463 1 55
1524 79 80
1671 1 92
2025 43 86
1002 12 66
1536 5 30
1647 15 29
232 75 42
1253 43 89
2205 10 79
326 9 5
1579 62 56
1335 38 73
1141 7 57
513 38 7
831 38 68
0 76 77
2418 43 91
1543 16 12
704 13 72
490 85 35
1066 67 4
540 9 47
2181 4 39
1704 74 29
1929 6 69
1053 92 96
2579 69 58
975 58 11
557 95 27
329 33 24
1359 80 56
577 94 80
1232 82 40
1856 29 22
1599 15 70
673 66 21
768 65 16
1541 6 93
316 8 58
2091 96 3
792 48 55
106 69 74
2394 23 98
2509 100 79
13 16 15
2251 60 98
2766 36 13
25 97 48
255 57 27
2746 28 68
1972 70 22
1374 82 85
1450 53 35
143 97 44
704 24 47
1392 21 89
2000 94 62
1492 12 24
1387 67 65
738 49 59
1610 57 74
1735 79 1
872 91 84
1948 6 49
446 14 44
620 82 81
1623 69 45
499 95 20
199 83 8
2609 57 92
1261 99 88
2578 29 59
2800 73 71
2642 48 11
2627 66 9
1023 2 84
2487 14 56
710 89 10
1647 25 22
1705 56 91
1245 87 10
117 44 15
209 42 6
2241 9 50
1348 10 14
590 92 30
1434 59 1
1629 23 69
926 97 79
1477 11 32
1233 80 23
1679 96 6
362 58 1
1411 29 12
872 48 72
994 42 1
1070 59 11
1922 65 13
610 72 85
962 51 60
1653 59 3
2476 60 4
226 57 85
417 9 95
500 99 12
711 43 19
1467 64 48
1065 13 67
726 29 18
613 46 66
1650 86 71
795 56 83
1428 44 18
673 84 43
2761 67 28
21 36 56
2419 4 32
495 2 6
2406 23 12
1634 15 83
2364 88 71
1573 11 85
2284 38 82
2307 34 32
1522 67 81
1969 67 11
2569 4 16
321 80 27
855 40 27
148 82 43
849 68 54
320 80 39
1873 92 54
864 18 59
1679 30 95
1527 36 82
2299 63 11
842 48 8
589 79 42
932 8 43
2480 44 13
2679 60 70
162 15 32
2321 27 24
2450 47 59
828 2 88
1574 54 7
1008 97 22
2109 13 71
2121 28 3
847 24 92
786 64 89
669 14 98
1534 25 61
1329 12 75
2254 5 66
2664 75 3
533 99 48
962 30 50
1157 97 55
2193 11 2
24 79 31
2160 30 90
2143 70 36
1640 71 80
1752 88 3
1699 24 83
1145 56 38
613 89 55
200 80 16
1315 16 7
1202 40 35
1911 98 32
412 96 77
299 31 66
1577 20 75
1565 8 18
1214 31 88
920 61 76
83 28 87
888 81 69
892 56 77
744 12 10
381 84 66
853 6 12
847 9 79
844 64 35
761 38 23
820 13 53
689 51 95
2204 62 21
1152 79 66
1435 69 7
2515 2 25
1894 23 64
695 33 49
22 11 93
393 95 24
558 81 38
2651 39 73
2123 24 65
856 21 6
2820 37 75
1886 11 45
1213 27 89
1223 47 94
141 73 35
54 86 89
349 87 92
1264 42 66
2001 40 75
1085 51 71
2434 14 29
1979 59 33
85 75 64
382 72 45
1523 24 10
1016 24 84
2112 57 83
97 67 35
2694 60 11
858 99 67
2663 93 85
1265 13 41
116 99 16
146 14 22
1568 21 52
504 42 29
2640 83 10
1419 47 10
1746 39 17
279 50 28
208 1 38
495 79 35
813 96 23
1969 16 75
1985 35 54
1876 10 4
1904 15 17
727 83 11
2382 36 60
1193 50 59
1455 34 89
1071 18 93
71 17 13
1135 3 27
1189 36 92
2 88 11
970 71 64
658 74 66
807 38 43
120 53 15
1770 100 88
1224 8 65
2411 10 41
1451 31 4
213 29 28
2562 94 92
2416 71 89
345 60 84
2548 23 57
220 39 11
451 29 64
1886 2 55
1477 30 26
1271 66 60
2588 94 68
2509 97 21
1546 14 20
374 78 27
2111 50 78
226 71 95
2570 22 93
2725 68 62
70 12 72
791 43 39
974 24 13
209 40 10
1234 20 68
2241 79 52
729 29 43
1548 63 35
1009 35 81
1481 63 3
553 65 4
2544 81 83
1239 18 39
1488 93 67
111 47 11
2157 19 52
2128 71 53
775 58 20
2350 80 74
499 91 75
2754 87 2
1421 70 30
1562 53 43
339 34 25
1939 79 27
1801 4 99
2533 93 82
1241 95 62
374 77 4
1849 37 6
215 33 43
1471 6 57
2771 75 46
1715 65 42
1841 37 31
2141 34 88
2091 47 8
418 86 73
1928 33 95
590 40 34
684 4 17
444 28 83
184 29 55
869 46 52
1454 90 32
1964 5 60
999 70 49
650 64 92
2791 10 34
968 31 29
1428 82 2
762 64 90
361 73 65
890 29 24
527 51 21
456 15 27
1131 5 2
719 81 85
2102 73 57
89 69 30
1863 80 30
1443 38 19
1308 2 85
2150 42 77
2037 66 71
2353 30 35
1838 1 12
836 64 63
1493 15 22
677 19 58
1824 65 59
2148 68 95
83 23 55
1861 92 80
199 84 83
2551 52 41
2530 13 52
335 24 87
61 91 53
1325 14 15
830 22 44
456 84 97
1294 65 60
1591 52 85
182 80 49
2345 97 15
1593 49 46
2219 85 65
2550 97 60
229 78 19
1515 6 65
2183 4 2
428 3 46
93 98 19
1982 3 32
2376 45 56
119 19 85
372 79 39
273 74 39
2002 98 90
1745 35 25
2622 13 31
1550 65 63
39 79 63
2538 54 84
324 72 98
1304 36 45
12 64 40
2095 66 47
1504 58 18
2721 74 33
148 18 31
1241 75 9
2557 25 8
230 27 23
772 61 52
868 93 66
2520 11 14
628 77 37
94 73 55
1691 61 17
2552 49 65
137 87 80
1566 60 42
272 18 11
2566 67 34
2183 37 100
2400 22 47
1508 89 30
1607 98 45
1496 24 23
2825 48 6
1326 16 61
1387 68 100
1815 82 50
2668 37 91
1853 53 93
677 87 90
1567 8 26
381 48 19
1765 1 20
1361 56 96
2525 69 21
612 99 40
1305 27 59
1799 9 53
2385 39 36
947 91 60
2460 37 50
1236 55 20
988 49 95
1062 66 81
2243 93 94
387 33 67
178 27 88
1339 84 67
881 49 71
129 92 77
1741 67 77
987 65 69
47 67 71
2260 99 69
935 78 44
880 98 26
694 51 9
2605 66 65
1468 82 13
2375 82 55
206 6 75
2164 46 88
2600 23 84
2605 58 16
326 82 78
1232 77 65
1045 35 87
2244 66 17
2352 54 5
1624 26 52
2039 59 89
741 78 60
1644 32 45
1186 78 14
160 3 69
1392 67 76
290 91 24
2413 52 87
2822 72 33
2622 12 98
416 8 31
783 73 69
2676 50 88
1915 67 12
1294 46 91
59 6 44
1930 68 65
884 3 57
2023 82 23
261 70 86
2109 80 84
2497 3 39
1012 25 63
1037 77 74
1184 59 67
1770 88 41
2807 21 54
164 75 18
986 8 68
1300 29 65
1329 33 58
2674 72 5
1922 58 12
2809 41 57
1312 88 39
768 68 31
1189 50 21
908 1 44
1873 40 95
104 9 73
1016 7 66
1353 65 82
362 94 11
1072 7 39
2221 89 20
663 46 50
35 58 100
637 2 69
1996 52 55
1897 98 100
2321 39 54
370 94 58
2037 17 88
1412 56 51
546 37 38
1361 70 75
394 20 62
1955 66 54
2557 28 10
496 67 39
1559 66 2
1595 20 87
1720 42 93
754 58 38
2368 36 54
2513 31 54
1408 57 68
491 29 83
1477 59 90
137 24 43
892 59 79
998 6 22
218 60 92
2033 18 19
1511 48 53
2352 98 87
728 53 47
938 2 56
574 15 37
2292 78 91
1341 99 41
2719 95 1
684 90 27
1590 72 71
2483 56 4
1373 70 9
732 37 68
2531 93 35
1584 88 74
1556 95 29
140 61 40
2359 16 18
2672 59 74
2527 59 40
154 97 78
1007 90 68
1461 87 96
449 90 81
1475 51 62
2710 41 84
1996 22 16
1346 90 75
614 5 46
593 47 90
1582 74 99
2452 1 5
840 21 77
258 50 97
200 97 53
1676 34 98
1766 70 65
134 94 15
2533 57 61
2659 96 17
1976 56 41
1307 60 56
1857 82 64
140 23 59
497 99 38
2646 56 90
556 8 81
214 51 76
1049 85 6
934 20 47
2301 34 11
2817 18 85
2107 43 20
1285 56 76
75 14 40
374 44 96
1125 75 99
752 65 89
2668 88 86
385 97 54
2788 28 88
1612 74 1
1811 91 71
2815 94 1
131 52 20
857 93 100
1808 31 85
1062 31 56
2196 34 96
1812 98 31
995 49 25
1540 36 43
515 35 60
2817 98 76
44 16 57
643 52 11
1502 40 30
124 79 93
405 89 6
1549 43 87
68 27 21
619 39 86
678 88 5
2233 28 82
934 41 75
2166 8 22
1370 7 44
1306 47 52
2148 24 70
1017 77 73
612 22 33
659 89 85
2220 63 50
695 64 13
2587 27 98
735 2 3
388 10 11
215 62 90
2532 59 20
71 27 91
768 98 58
2073 70 71
1867 65 74
2312 12 35
1738 19 49
2323 48 57
1401 50 53
1306 93 92
380 80 12
2522 59 60
1495 44 51
346 14 25
76 48 71
44 74 40
1050 24 82
442 2 19
1160 60 89
1418 27 39
2028 56 21
2033 19 67
2322 13 5
1378 23 5
497 53 39
1505 50 93
537 51 85
213 74 31
1047 68 9
2231 6 40
2111 91 28
952 49 78
2056 57 11
813 55 53
113 4 11
792 70 7
1178 33 17
180 82 30
1693 58 74
1467 60 95
1054 82 96
693 90 43
904 51 5
2107 57 26
214 57 50
2456 22 32
113 21 80
2326 94 83
589 77 33
2221 82 27
1784 50 71
1024 17 58
1226 75 48
1394 46 73
1355 47 54
305 51 35
2461 13 35
2577 21 32
471 25 26
2552 83 34
2103 41 61
1963 2 98
31 29 51
1698 13 88
2421 18 96
420 11 25
1082 59 80
845 47 16
1865 99 8
2611 77 64
40 21 29
780 80 1
756 58 34
1470 76 8
2095 74 3
2687 72 67
133 71 43
1001 78 16
1941 70 42
2807 60 29
2721 40 98
2264 66 88
1865 1 68
164 25 46
949 58 85
1386 100 9
2223 49 69
242 92 3
2454 33 88
609 58 39
277 99 33
471 37 39
926 31 10
1178 36 98
174 78 28
2799 97 87
1904 24 94
2648 23 32
1254 22 36
1120 66 28
333 70 20
2682 63 83
1621 47 100
405 89 84
2305 26 63
267 85 71
1109 85 70
1967 33 75
1903 11 86
2428 14 84
1262 66 48
2707 52 3
1257 66 77
1050 77 46
676 98 65
2667 53 86
742 88 19
1149 29 8
2666 56 88
1136 28 2
931 91 94
807 60 76
1227 42 40
2652 11 51
2633 41 39
1001 43 21
2103 27 81
2032 89 39
1590 12 43
207 23 53
1445 16 20
1846 45 74
2010 40 46
416 36 63
2155 56 93
1820 99 61
2757 43 64
2805 31 30
1230 43 97
2239 42 32
1855 44 86
1189 22 87
70 1 48
1774 30 98
405 92 5
2371 76 41
2534 29 78
1070 33 5
2160 88 40
2484 30 8
2075 84 98
217 56 16
2709 63 44
505 51 74
1041 48 60
1012 59 86
2631 5 95
1131 51 66
1221 64 10
2435 16 33
946 39 100
2699 42 73
2013 29 38
1412 72 65
509 21 53
2136 86 65
1404 14 67
969 39 34
1211 28 58
2415 21 19
2221 22 55
1038 36 23
9 8 88
2292 13 33
1966 39 81
951 94 33
2053 75 27
1534 90 57
236 72 7
621 5 11
2687 83 42
2769 69 31
2332 38 16
2116 74 38
276 43 11
247 53 80
2259 82 39
2164 22 56
1418 61 29
1844 28 51
827 99 95
346 75 34
1134 46 100
2010 8 63
863 44 36
2720 50 29
1891 37 33
857 78 76
545 11 50
312 13 1
1368 95 38
25 15 86
2441 7 87
752 26 44
900 4 92
2340 1 77
884 37 66
813 44 24
2092 2 40
2502 5 12
1212 82 66
1086 58 87
764 98 79
592 94 52
2652 12 97
1111 56 12
676 52 14
407 57 60
1411 13 76
1705 72 26
1064 89 52
2662 81 23
349 33 66
1227 38 18
2237 12 59
491 67 98
1694 81 44
2058 43 32
2394 26 45
1477 36 55
1662 42 8
892 35 89
495 60 21
1143 71 46
1029 69 16
691 24 71
2276 97 58
1290 7 63
1957 99 20
2469 95 46
1176 45 86
2456 55 78
2324 28 8
1415 63 37
826 86 58
1176 41 54
1621 98 73
1637 29 6
1841 50 31
143 77 99
2593 90 53
1025 94 49
1163 68 4
2183 65 93
2599 3 71
209 12 87
470 17 63
167 80 55
2219 60 19
663 83 45
2173 69 46
211 76 53
1860 74 70
2364 55 74
1756 62 44
2394 50 94
212 52 77
261 97 37
99 10 78
1486 73 15
2173 55 58
2676 94 20
374 23 49
606 66 58
1257 79 62
206 97 57
1980 8 84
1681 14 81
982 67 1
1232 86 21
448 41 85
2749 100 2
886 3 56
1107 51 73
2221 62 8
1150 87 81
2669 82 70
15 94 66
1735 55 84
1528 17 90
185 33 6
651 80 52
320 3 65
2343 53 26
79 82 77
1380 90 40
1263 2 90
788 49 87
937 60 8
558 99 14
797 61 34
1639 52 56
769 12 36
1749 59 95
2006 14 4
884 81 52
2018 19 33
219 33 52
1258 59 32
2582 48 23
155 69 42
1670 22 88
941 5 70
1775 65 45
626 3 30
929 81 61
1024 41 67
2663 23 61
283 51 45
1323 72 88
2475 5 78
360 18 32
1871 77 18
912 78 38
1320 37 42
702 30 27
606 84 30
329 29 82
2289 57 44
1128 20 77
2406 40 77
2096 70 12
1696 3 44
1443 83 1
2494 52 9
722 37 74
946 88 21
574 10 15
1001 74 23
2442 52 31
2630 27 32
692 99 76
790 91 52
1439 64 27
1492 72 63
2295 48 76
1220 82 61
1752 39 5
1663 100 60
30 99 92
1839 92 65
2230 64 28
902 55 50
2089 74 32
2078 82 33
2170 4 36
1521 10 58
1619 61 18
2809 40 43
2341 13 78
979 73 63
1813 78 42
200 67 91
457 38 49
524 73 4
1056 68 6
2009 93 34
2747 92 27
1011 97 81
185 21 42
1888 91 90
775 18 46
173 85 16
2179 81 68
1590 92 46
964 88 67
2043 25 29
755 41 32
2331 88 14
1481 6 56
2698 15 38
807 5 89
2543 42 82
2260 55 31
643 38 3
654 27 53
2797 51 2
600 52 27
1198 88 84
121 37 12
324 28 99
2612 34 59
2732 72 2
2598 85 67
1610 37 94
1268 69 17
2335 90 70
2440 46 81
1460 68 34
1048 93 43
2609 21 46
1170 38 41
2786 94 86
2076 86 87
2401 54 81
1604 53 34
2290 86 78
1525 52 72
701 84 39
1653 40 17
935 82 9
594 86 24
1051 27 6
2716 29 17
400 76 95
2511 6 19
1891 82 6
1017 48 77
2118 83 71
2822 85 22
2228 89 38
1288 63 51
234 98 78
2820 21 91
2426 44 75
1658 92 8
1594 9 84
2639 76 96
1608 1 46
964 2 31
243 91 11
2021 20 53
479 84 64
2694 90 24
2503 10 73
547 77 10
868 52 32
